total_duration,total_operations,avg_operation_duration,num_outliers_total,num_outliers_iqr,num_short_duration,unique_outlier_types,num_unique_operations,num_switches_workcenter,total_process_timespan_seconds,total_process_duration,MissingOperations,TotalRepeatedExecutions,DistinctOperationsRepeated,NumberOfFailedTests,OpPlannedTotalQuantity,OpTotalConfirmedYieldQty,CommissionedMonthIndex,Model_0,Model_1,Model_2,Model_3,has_mes_data_0,has_mes_data_1,num_outliers_8h_0.0,num_outliers_8h_0.5,num_outliers_8h_1.0,pct_outliers_total_0.5,pct_outliers_total_1.0,has_assembly_0.0,has_assembly_0.5,has_assembly_1.0,has_test_0.0,has_test_0.5,has_test_1.0,has_impossible_timing_0.0,has_impossible_timing_0.5,has_impossible_timing_1.0,was_produced_outside_shift_hours_0.0,was_produced_outside_shift_hours_0.5,was_produced_outside_shift_hours_1.0,Assembly_0.0,Assembly_0.5,Assembly_1.0,MAI_0.0,MAI_0.5,MAI_1.0,ST_0.0,ST_0.5,ST_1.0,PROP_0.0,PROP_0.5,PROP_1.0,FT_0.0,FT_0.5,FT_1.0,FI_0.0,FI_0.5,FI_1.0,Packing_0.0,Packing_0.5,Packing_1.0,Brazing_0.0,Brazing_0.5,Brazing_1.0,LT_0.0,LT_0.5,LT_1.0,Bottom Preparation_0.0,Bottom Preparation_0.5,Bottom Preparation_1.0,Bottom Assembly_0.0,Bottom Assembly_0.5,Bottom Assembly_1.0,Assembly Merge_0.0,Assembly Merge_0.5,Assembly Merge_1.0,ST01_0.0,ST01_0.5,ST01_1.0,ST02_0.0,ST02_0.5,ST02_1.0,Final Assembly_0.0,Final Assembly_0.5,Final Assembly_1.0,Grounding safety test_0.0,Grounding safety test_0.5,Grounding safety test_1.0,Top Preparation_0.0,Top Preparation_0.5,Top Preparation_1.0,has_test_measurements_1,CoolingCompressorPressureOutInDelta_0.0,CoolingCompressorPressureOutInDelta_0.5,CoolingCompressorPressureOutInDelta_1.0,GroundContinuityPowerPanel_0.0,GroundContinuityPowerPanel_0.5,GroundContinuityPowerPanel_1.0,HeatingWaterTempOutInDeltaTestSystemCalori_0.0,HeatingWaterTempOutInDeltaTestSystemCalori_0.5,HeatingWaterTempOutInDeltaTestSystemCalori_1.0,CoolingAirTempInOutDelta_0.0,CoolingAirTempInOutDelta_0.5,CoolingAirTempInOutDelta_1.0,VoltageWithstandAc_0.0,VoltageWithstandAc_0.5,VoltageWithstandAc_1.0,GroundContinuityFanCover_0.0,GroundContinuityFanCover_0.5,GroundContinuityFanCover_1.0,AirTempInOutDelta_0.0,AirTempInOutDelta_0.5,AirTempInOutDelta_1.0,GroundContinuityFanTopCover_0.0,GroundContinuityFanTopCover_0.5,GroundContinuityFanTopCover_1.0,GroundContinuityFan_0.0,GroundContinuityFan_0.5,GroundContinuityFan_1.0,GroundContinuityEvaporator_0.0,GroundContinuityEvaporator_0.5,GroundContinuityEvaporator_1.0,HeatingAmbientHumidity_0.0,HeatingAmbientHumidity_0.5,HeatingAmbientHumidity_1.0,HeatingTransientTempIn_0.0,HeatingTransientTempIn_0.5,HeatingTransientTempIn_1.0,CompressorTempInAbsolute_0.0,CompressorTempInAbsolute_0.5,CompressorTempInAbsolute_1.0,Vacuum not reached to soon_0.5,Vacuum not reached to soon_1.0,HeatingAmbientTemperature_0.5,HeatingAmbientTemperature_1.0,CoolingWaterTempOutInDelta_0.0,CoolingWaterTempOutInDelta_0.5,CoolingWaterTempOutInDelta_1.0,InitAmbientTemperature_0.5,InitAmbientTemperature_1.0,DeInitAmbientTemperature_0.5,DeInitAmbientTemperature_1.0,TestSystemPowerConsumed_0.5,TestSystemPowerConsumed_1.0,TestSystemPowerCreated_0.5,TestSystemPowerCreated_1.0,StartWaterTempInTestSystem_0.0,StartWaterTempInTestSystem_0.5,StartWaterTempInTestSystem_1.0,StartWaterTempOutTestSystem_0.0,StartWaterTempOutTestSystem_0.5,StartWaterTempOutTestSystem_1.0,CompressorPressureInAbsolute_0.5,CompressorPressureInAbsolute_1.0,OpTotalConfirmedScrapQty_0.0,OpTotalConfirmedScrapQty_0.5,BoilerType_0_0,BoilerType_0_1,BoilerType_1_0,BoilerType_1_1,BoilerType_2_0,BoilerType_2_1,BoilerType_3_0,BoilerType_3_1,DhwType_0_0,DhwType_0_1,DhwType_1_0,DhwType_1_1,DhwType_2_0,DhwType_2_1,first_op_is_assembly_0,first_op_is_assembly_1,last_op_is_packing_0,last_op_is_packing_1,dominant_op_is_assembly_0,dominant_op_is_assembly_1,Target_Broken
-0.05829951531237687,0.2857142857142857,0.03496765068465563,0.2857142857142857,0.16666666666666666,0.0625,0.5,0.4615384615384616,1.0,-0.2763009278984427,-0.05829951531237687,0.0,0.0,0.0,0.00682180697855293,0.31680161943319834,0.3151515151515151,0.9333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
-0.08010342178708937,0.3333333333333333,-0.05475526442973784,0.3333333333333333,0.0,0.125,0.5,0.4615384615384616,1.0,-0.23474014259910847,-0.08010342178708937,0.0,0.06666666666666667,0.2,0.034644847318283094,0.4352226720647773,0.43636363636363634,0.8666666666666667,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
-0.22529092064404324,0.14285714285714285,-0.33475133780169253,0.14285714285714285,0.0,0.0625,0.25,0.23076923076923078,0.3333333333333333,-0.42790910065079596,-0.22529092064404324,0.0,0.0,0.0,-0.8278694032133519,0.05870445344129555,0.06060606060606061,0.8666666666666667,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0
-0.2264695101832169,0.14285714285714285,-0.33935637858355094,0.14285714285714285,0.0,0.125,0.25,0.23076923076923078,0.3333333333333333,0.6243987885874218,-0.2264695101832169,0.0,0.0,0.0,-0.8278694032133519,0.05870445344129555,0.06060606060606061,0.8,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0
-0.22563467592630224,0.14285714285714285,-0.3360944746964012,0.14285714285714285,0.0,0.0625,0.25,0.23076923076923078,0.3333333333333333,0.8332737717251419,-0.22563467592630224,0.0,0.0,0.0,-0.8278694032133519,0.05870445344129555,0.06060606060606061,0.8666666666666667,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0
-0.20655625776092879,0.14285714285714285,-0.2615503770400679,0.14285714285714285,0.16666666666666666,0.0625,0.5,0.23076923076923078,0.3333333333333333,1.2631883321890005,-0.20655625776092879,0.0,0.0,0.0,-0.8278694032133519,0.05870445344129555,0.06060606060606061,0.9333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0
-0.09785592672089247,0.857142857142857,-0.23568236834986975,0.857142857142857,0.16666666666666666,0.8125,0.75,0.4615384615384616,1.0,0.17390268587189056,-0.09785592672089247,0.0,0.8,0.2,2.705656719932379,0.8633603238866397,0.8636363636363636,0.8666666666666667,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0
-0.22450519428459415,0.19047619047619047,-0.3337535789656232,0.19047619047619047,0.0,0.125,0.5,0.23076923076923078,0.6666666666666667,-0.42694956857158495,-0.22450519428459415,0.0,0.06666666666666667,0.2,-0.8000463628736217,0.20040485829959515,0.20202020202020202,0.8666666666666667,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0
-0.22595387725982843,0.14285714285714285,-0.3373416732414879,0.14285714285714285,0.0,0.0625,0.25,0.23076923076923078,0.6666666666666667,-0.1187798491316532,-0.22595387725982843,0.0,0.0,0.0,-0.8278694032133519,0.15991902834008098,0.1616161616161616,0.9333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0
5.551442935871933,0.5714285714285714,5.184006285857146,0.5714285714285714,0.16666666666666666,0.4375,0.75,0.4615384615384616,1.0,-0.0477997261142292,5.551442935871933,0.0,0.4,0.6000000000000001,0.20158308935666408,0.590080971659919,0.5909090909090909,0.9333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
