Model,Target_Broken,has_mes_data,total_duration,total_operations,avg_operation_duration,num_outliers_total,num_outliers_iqr,num_outliers_8h,num_short_duration,unique_outlier_types,num_unique_operations,num_switches_workcenter,pct_outliers_total,total_process_timespan_seconds,has_assembly,has_test,total_process_duration,has_impossible_timing,was_produced_outside_shift_hours,MissingOperations,TotalRepeatedExecutions,DistinctOperationsRepeated,Assembly,MAI,ST,PROP,FT,FI,Packing,Brazing,LT,Bottom Preparation,Bottom Assembly,Assembly Merge,ST01,ST02,Final Assembly,Grounding safety test,Top Preparation,has_test_measurements,NumberOfFailedTests,CoolingCompressorPressureOutInDelta,GroundContinuityPowerPanel,HeatingWaterTempOutInDeltaTestSystemCalori,CoolingAirTempInOutDelta,VoltageWithstandAc,GroundContinuityFanCover,AirTempInOutDelta,GroundContinuityFanTopCover,GroundContinuityFan,GroundContinuityEvaporator,HeatingAmbientHumidity,HeatingTransientTempIn,CompressorTempInAbsolute,Vacuum not reached to soon,HeatingAmbientTemperature,CoolingWaterTempOutInDelta,InitAmbientTemperature,DeInitAmbientTemperature,TestSystemPowerConsumed,TestSystemPowerCreated,StartWaterTempInTestSystem,StartWaterTempOutTestSystem,DuctCOP,CompressorPressureInAbsolute,OpPlannedTotalQuantity,OpTotalConfirmedYieldQty,OpTotalConfirmedScrapQty,CommissionedMonthIndex,BoilerType_0,BoilerType_1,BoilerType_2,BoilerType_3,DhwType_0,DhwType_1,DhwType_2,first_op_is_assembly,last_op_is_packing,dominant_op_is_assembly
0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.0,,,,,,,0.0,,0.0,1.0,,,0.0,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,2,1,0,0,0,1,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21.0,,,,,,,0.0,,,,,,0.0,,,,,,1.0,1.0,0.0,0.0,,1.0,,,,1,0,1,0,0,0,1,0,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59.0,1.0,,1.0,1.0,0.0,,,,0.0,1.0,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,10,0,0,1,0,0,0,1,0,0,0
3,0,1,142.0,3.0,47.333333333333336,3.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,404.0,1.0,0.0,142.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,30.0,30.0,0.0,10,0,1,0,0,0,0,1,1,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42.0,1.0,,1.0,1.0,0.0,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,13,0,0,0,1,0,0,1,0,0,0
3,0,1,29.0,2.0,14.5,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,641.0,1.0,0.0,29.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,24.0,24.0,0.0,11,0,0,1,0,0,0,1,1,0,1
0,0,1,461.0,1.0,461.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,461.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,41.0,0.0,,1.0,1.0,0.0,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,,44.0,44.0,0.0,12,0,0,0,1,0,0,1,1,0,1
3,0,1,35.0,2.0,17.5,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,374.0,1.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,30.0,30.0,0.0,13,0,1,0,0,0,0,1,1,0,1
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41.0,0.0,,1.0,1.0,0.0,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,12,0,1,0,0,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68.0,1.0,,1.0,1.0,0.0,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,11,0,1,0,0,0,1,0,0,0,0
1,0,1,19.0,2.0,9.5,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,77.0,1.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,60.0,60.0,0.0,15,0,0,0,1,0,0,1,1,0,1
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,88.0,1.0,,1.0,1.0,0.0,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,13,0,1,0,0,0,1,0,0,0,0
3,0,1,18.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1369.0,1.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,30.0,30.0,0.0,13,0,1,0,0,0,1,0,1,0,1
1,0,1,22.0,4.0,5.5,4.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,384.0,1.0,0.0,22.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,80.0,80.0,0.0,13,0,1,0,0,0,1,0,1,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42.0,1.0,,1.0,1.0,0.0,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,12,0,1,0,0,0,0,1,0,0,0
1,0,1,28.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1110.0,1.0,0.0,28.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,70.0,70.0,0.0,10,0,0,0,1,0,0,1,1,0,1
0,0,1,837.0,1.0,837.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,837.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,47.0,1.0,,1.0,1.0,0.0,,,,0.0,0.0,,0.0,,,,0.0,,,,,1.0,1.0,,,44.0,44.0,0.0,13,0,0,0,1,0,0,1,1,0,1
3,0,1,20.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,101.0,1.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,24.0,24.0,0.0,12,0,1,0,0,0,1,0,1,0,1
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.0,1.0,,1.0,1.0,1.0,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,10,0,0,0,1,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49.0,1.0,,1.0,1.0,0.0,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,10,0,0,1,0,0,0,1,0,0,0
1,0,1,27.0,2.0,13.5,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,229992.0,1.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,50.0,50.0,0.0,14,0,0,0,1,0,0,1,1,0,1
3,0,1,54.0,1.0,54.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,54.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,12.0,12.0,0.0,11,0,1,0,0,0,0,1,1,0,1
3,0,1,10.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,12.0,12.0,0.0,12,0,1,0,0,0,0,1,1,0,1
1,0,1,617.0,2.0,308.5,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,972.0,1.0,0.0,617.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,70.0,70.0,0.0,11,0,1,0,0,0,1,0,1,0,1
0,0,1,4903.0,7.0,700.4285714285714,7.0,1.0,0.0,1.0,2.0,7.0,4.0,1.0,167856.0,1.0,1.0,4903.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,31.0,,,1.0,,0.0,,,,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,,,0.0,0.0,,,336.0,336.0,0.0,14,0,0,1,0,0,0,1,1,1,1
0,0,1,3887.0,8.0,485.875,8.0,0.0,0.0,2.0,2.0,7.0,4.0,1.0,170985.0,1.0,1.0,3887.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,37.0,,,1.0,,0.0,,,,0.0,0.0,1.0,0.0,,,1.0,,1.0,1.0,,,0.0,0.0,,,360.0,360.0,0.0,15,0,0,0,1,0,0,1,1,1,0
0,0,1,5238.0,9.0,582.0,9.0,0.0,0.0,3.0,1.0,7.0,4.0,1.0,63532.0,1.0,1.0,5238.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,36.0,,,1.0,,0.0,,,,1.0,1.0,1.0,0.0,,,1.0,,1.0,1.0,,,0.0,0.0,,,405.0,0.0,0.0,15,0,0,1,0,0,0,1,1,1,0
3,0,1,4220.0,15.0,281.3333333333333,15.0,3.0,0.0,6.0,3.0,13.0,4.0,1.0,191868.0,0.0,1.0,4220.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,41.0,,0.0,0.0,,0.0,,,0.0,,,1.0,,,,1.0,,1.0,1.0,,,0.0,0.0,,,225.0,225.0,0.0,14,0,0,0,1,0,0,1,0,1,0
3,0,1,3211.0,15.0,214.06666666666663,15.0,2.0,0.0,6.0,2.0,13.0,4.0,1.0,184999.0,0.0,1.0,3211.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,36.0,,0.0,0.0,,0.0,,,0.0,,,1.0,,,,1.0,,1.0,1.0,,,0.0,0.0,,,225.0,225.0,0.0,14,0,0,1,0,0,0,1,0,1,0
1,0,1,65.0,4.0,16.25,4.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,432.0,1.0,1.0,65.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,120.0,40.0,0.0,13,0,1,0,0,0,1,0,1,1,1
1,0,1,46.0,4.0,11.5,4.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,159312.0,1.0,1.0,46.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,120.0,40.0,0.0,14,0,1,0,0,0,1,0,1,1,1
0,0,1,4715.0,8.0,589.375,8.0,0.0,0.0,2.0,2.0,7.0,4.0,1.0,258924.0,1.0,1.0,4715.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,58.0,,,1.0,,0.0,,,,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,,,0.0,0.0,,,384.0,384.0,0.0,15,0,1,0,0,0,1,0,1,1,0
2,0,1,67473.0,4.0,16868.25,4.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,10134.0,1.0,1.0,67473.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,20.0,0.0,0.0,14,0,0,1,0,0,0,1,1,1,1
0,0,1,5884.0,9.0,653.7777777777778,9.0,0.0,0.0,3.0,1.0,7.0,4.0,1.0,152524.0,1.0,1.0,5884.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,46.0,,,1.0,,0.0,,,,0.0,0.0,1.0,0.0,,,1.0,,1.0,1.0,,,0.0,0.0,,,405.0,0.0,0.0,14,0,1,0,0,0,1,0,1,1,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29.0,,,,,0.0,,0.0,,0.0,0.0,,,0.0,,,,,,1.0,1.0,0.0,0.0,,1.0,,,,8,0,0,1,0,0,0,1,0,0,0
1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.0,,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,8,0,0,0,1,0,0,1,0,0,0
1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.0,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,6,0,1,0,0,0,1,0,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.0,,,,,1.0,,0.0,,0.0,0.0,,,0.0,1.0,,,,,1.0,1.0,0.0,0.0,,1.0,,,,14,0,0,0,1,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.0,,,,,1.0,,0.0,,0.0,0.0,,,0.0,1.0,,,,,1.0,1.0,0.0,0.0,,1.0,,,,8,0,0,1,0,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59.0,,,,,1.0,,0.0,,0.0,1.0,,,0.0,,,,,,1.0,1.0,0.0,0.0,,1.0,,,,7,0,1,0,0,0,1,0,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,6,0,0,1,0,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.0,,,,,0.0,,,,0.0,0.0,,,,1.0,,,,,,,,,,,,,,6,0,1,0,0,0,1,0,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.0,,,,,0.0,,0.0,,0.0,0.0,,,0.0,1.0,,,,,1.0,1.0,0.0,0.0,,1.0,,,,8,0,0,0,1,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,117.0,,,,,,,0.0,,,,,,0.0,,,,,,1.0,1.0,0.0,0.0,,1.0,,,,9,0,0,0,1,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.0,,,,,0.0,,0.0,,0.0,1.0,,,0.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,,,,4,0,1,0,0,0,1,0,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26.0,,,,,0.0,,0.0,,0.0,0.0,,,0.0,1.0,,,,,1.0,1.0,0.0,0.0,,1.0,,,,4,0,1,0,0,0,1,0,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38.0,,,,,0.0,,0.0,,0.0,0.0,,,0.0,1.0,,,,,1.0,1.0,0.0,0.0,,1.0,,,,5,0,0,1,0,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,47.0,,,,,0.0,,0.0,,0.0,0.0,,,0.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,,,,3,0,0,0,1,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.0,,,,,0.0,,0.0,,0.0,0.0,,,0.0,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,0,0,0,1,0,0,1,0,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.0,,,1.0,,,,,,0.0,0.0,,,,1.0,,,,,,,0.0,0.0,,,,,,9,0,1,0,0,0,1,0,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,138.0,,,,,,,0.0,,0.0,0.0,,,0.0,1.0,,,,,1.0,1.0,0.0,0.0,,1.0,,,,13,0,1,0,0,0,1,0,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.0,,,,,0.0,,0.0,,1.0,0.0,,,0.0,1.0,,,,,1.0,1.0,0.0,0.0,,1.0,,,,4,0,0,0,1,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26.0,,,,,0.0,,0.0,,0.0,0.0,,,0.0,1.0,,,,,1.0,1.0,0.0,0.0,,1.0,,,,13,0,0,0,1,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.0,,,,,1.0,,0.0,,0.0,0.0,,,0.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,,,,4,0,0,1,0,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.0,,,,,0.0,,0.0,,0.0,0.0,,,0.0,1.0,,,,,1.0,1.0,0.0,0.0,,1.0,,,,5,0,1,0,0,0,1,0,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,31.0,,,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,0.0,0.0,,,,,,8,0,0,0,1,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52.0,,,,,1.0,,0.0,,0.0,0.0,,,0.0,,,,,,1.0,1.0,0.0,0.0,,1.0,,,,6,0,0,1,0,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.0,,,,,,,0.0,,,,,,0.0,,,,,,1.0,1.0,0.0,0.0,,1.0,,,,13,0,1,0,0,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.0,,,1.0,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,9,0,1,0,0,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,127.0,,,1.0,,,,,,1.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,9,0,1,0,0,0,1,0,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.0,,,,,,,0.0,,,,,,0.0,,,,,,1.0,1.0,0.0,0.0,,1.0,,,,6,0,1,0,0,0,1,0,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.0,,,,,,,0.0,,,,,,0.0,,,,,,1.0,1.0,0.0,1.0,,1.0,,,,1,0,1,0,0,0,1,0,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,71.0,1.0,,1.0,1.0,,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,9,0,1,0,0,0,1,0,0,0,0
1,0,1,40.0,3.0,13.333333333333334,3.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,883441.0,1.0,0.0,40.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,90.0,90.0,0.0,12,0,0,0,1,0,0,1,1,1,1
1,0,1,274433.0,3.0,91477.66666666669,3.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,603748.0,1.0,0.0,274433.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,90.0,90.0,0.0,12,0,0,1,0,0,0,1,1,1,1
0,0,1,6354.0,8.0,794.25,8.0,0.0,0.0,3.0,2.0,5.0,4.0,1.0,353510.0,1.0,1.0,6354.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,49.0,1.0,,1.0,1.0,0.0,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,,384.0,384.0,0.0,12,0,0,1,0,0,0,1,1,0,0
3,0,1,33.0,2.0,16.5,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,4281.0,1.0,0.0,33.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,24.0,24.0,0.0,11,0,1,0,0,0,1,0,1,0,1
0,0,1,25057.0,7.0,3579.5714285714284,7.0,2.0,0.0,2.0,2.0,5.0,4.0,1.0,76132.0,1.0,1.0,25057.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,43.0,1.0,,1.0,1.0,0.0,,,,0.0,1.0,,0.0,,,,0.0,,,,,0.0,0.0,,,336.0,336.0,0.0,15,0,1,0,0,0,1,0,1,0,0
0,0,1,4630.0,7.0,661.4285714285714,7.0,0.0,0.0,2.0,1.0,5.0,4.0,1.0,21080.0,1.0,1.0,4630.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,50.0,1.0,,1.0,1.0,0.0,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,,336.0,336.0,0.0,11,0,1,0,0,0,1,0,1,0,0
3,0,1,31.0,2.0,15.5,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,28.0,1.0,0.0,31.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,40.0,40.0,0.0,12,0,1,0,0,0,1,0,1,0,1
0,0,1,1027.0,6.0,171.16666666666666,6.0,0.0,0.0,3.0,2.0,5.0,4.0,1.0,96522.0,1.0,1.0,1027.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,288.0,288.0,0.0,12,0,0,1,0,0,0,1,1,0,0
1,0,1,33.0,2.0,16.5,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,4282.0,1.0,0.0,33.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,78.0,78.0,0.0,13,0,0,0,1,0,0,1,1,0,1
1,0,1,39.0,4.0,9.75,4.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,1045258.0,1.0,0.0,39.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,120.0,120.0,0.0,14,0,1,0,0,0,0,1,1,1,0
0,0,1,5124.0,7.0,732.0,7.0,1.0,0.0,2.0,3.0,7.0,4.0,1.0,705210.0,1.0,1.0,5124.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,33.0,,,1.0,,0.0,,,,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0,,,0.0,0.0,,,427.0,421.0,0.0,13,0,1,0,0,0,1,0,1,1,1
