Model,Target_Broken,has_mes_data,total_duration,total_operations,avg_operation_duration,num_outliers_total,num_outliers_iqr,num_outliers_8h,num_short_duration,unique_outlier_types,num_unique_operations,num_switches_workcenter,pct_outliers_total,total_process_timespan_seconds,has_assembly,has_test,total_process_duration,has_impossible_timing,was_produced_outside_shift_hours,MissingOperations,TotalRepeatedExecutions,DistinctOperationsRepeated,Assembly,MAI,ST,PROP,FT,FI,Packing,Brazing,LT,Bottom Preparation,Bottom Assembly,Assembly Merge,ST01,ST02,Final Assembly,Grounding safety test,Top Preparation,has_test_measurements,NumberOfFailedTests,CoolingCompressorPressureOutInDelta,GroundContinuityPowerPanel,HeatingWaterTempOutInDeltaTestSystemCalori,CoolingAirTempInOutDelta,VoltageWithstandAc,GroundContinuityFanCover,AirTempInOutDelta,GroundContinuityFanTopCover,GroundContinuityFan,GroundContinuityEvaporator,HeatingAmbientHumidity,HeatingTransientTempIn,CompressorTempInAbsolute,Vacuum not reached to soon,HeatingAmbientTemperature,CoolingWaterTempOutInDelta,InitAmbientTemperature,DeInitAmbientTemperature,TestSystemPowerConsumed,TestSystemPowerCreated,StartWaterTempInTestSystem,StartWaterTempOutTestSystem,DuctCOP,CompressorPressureInAbsolute,OpPlannedTotalQuantity,OpTotalConfirmedYieldQty,OpTotalConfirmedScrapQty,CommissionedMonthIndex,BoilerType_0,BoilerType_1,BoilerType_2,BoilerType_3,DhwType_0,DhwType_1,DhwType_2,first_op_is_assembly,last_op_is_packing,dominant_op_is_assembly
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.0,,,,,0.0,,0.0,,0.0,0.0,,,0.0,1.0,,,,,1.0,1.0,0.0,0.0,,1.0,,,,5,0,0,1,0,0,0,1,0,0,0
1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,7,0,1,0,0,0,1,0,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32.0,,,,,1.0,,0.0,,0.0,0.0,,,0.0,1.0,,,,,1.0,1.0,0.0,0.0,,1.0,,,,6,0,1,0,0,0,1,0,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.0,,,,,,,0.0,,0.0,0.0,,,0.0,,,,,,1.0,1.0,0.0,0.0,,1.0,,,,9,0,0,0,1,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,54.0,,,,,,,0.0,,0.0,0.0,,,0.0,,,,,,1.0,1.0,0.0,0.0,,1.0,,,,8,0,1,0,0,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.0,,,,,,,0.0,,,,,,0.0,,,,,,1.0,1.0,0.0,0.0,,1.0,,,,8,0,1,0,0,0,1,0,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.0,,,,,,,0.0,,,,,,0.0,,,,,,1.0,1.0,0.0,0.0,,1.0,,,,1,0,0,1,0,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24.0,,,,,,,0.0,,,,,,0.0,,,,,,1.0,1.0,0.0,1.0,,1.0,,,,2,0,0,0,1,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.0,,,,,,,0.0,,,,,,0.0,1.0,,,,,1.0,1.0,0.0,0.0,,1.0,,,,2,0,1,0,0,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30.0,,,,,,,0.0,,0.0,0.0,,,0.0,,,,,,1.0,1.0,0.0,0.0,,1.0,,,,14,0,1,0,0,0,1,0,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41.0,1.0,,1.0,1.0,,,,,0.0,1.0,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,14,0,1,0,0,0,1,0,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25.0,,,,,,,0.0,,,,,,0.0,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,0,0,0,1,0,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42.0,1.0,,1.0,1.0,0.0,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,11,0,1,0,0,0,1,0,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.0,1.0,,1.0,1.0,0.0,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,15,0,1,0,0,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,80.0,1.0,,1.0,1.0,0.0,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,14,0,1,0,0,0,1,0,0,0,0
1,0,1,126.0,2.0,63.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,33.0,1.0,0.0,126.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,50.0,50.0,0.0,11,0,1,0,0,0,1,0,1,0,1
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42.0,1.0,,1.0,1.0,1.0,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,14,0,0,0,1,0,0,1,0,0,0
1,0,1,22.0,2.0,11.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,60472.0,1.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,78.0,78.0,0.0,11,0,1,0,0,0,1,0,1,0,1
1,0,1,112.0,2.0,56.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,170.0,1.0,0.0,112.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,70.0,70.0,0.0,13,0,1,0,0,0,1,0,1,0,1
1,0,1,23.0,2.0,11.5,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,169.0,1.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,78.0,78.0,0.0,14,0,0,0,1,0,0,1,1,0,1
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,41.0,1.0,,0.0,1.0,0.0,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,10,0,1,0,0,0,1,0,0,0,0
1,0,1,43.0,2.0,21.5,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,32.0,1.0,0.0,43.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,60.0,60.0,0.0,14,0,0,0,1,0,0,1,1,0,1
1,0,1,31.0,2.0,15.5,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,119.0,1.0,0.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,60.0,60.0,0.0,12,0,1,0,0,0,0,1,1,0,1
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,43.0,1.0,,1.0,1.0,0.0,,,,1.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,14,0,1,0,0,0,1,0,0,0,0
3,0,1,27.0,2.0,13.5,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,32.0,1.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,30.0,30.0,0.0,12,0,0,1,0,0,0,1,1,0,1
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,49.0,1.0,,1.0,1.0,0.0,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,11,0,0,1,0,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26.0,,,1.0,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,12,0,1,0,0,0,1,0,0,0,0
1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,1.0,,,,,0.0,0.0,,,,,,7,0,0,0,1,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,63.0,1.0,,1.0,1.0,,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,14,0,1,0,0,0,1,0,0,0,0
1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,8,0,0,0,1,0,0,1,0,0,0
0,0,1,4492.0,7.0,641.7142857142857,7.0,1.0,0.0,1.0,2.0,7.0,4.0,1.0,414052.0,1.0,1.0,4492.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,34.0,,,1.0,,0.0,,,,0.0,0.0,1.0,0.0,,,1.0,,1.0,1.0,,,0.0,0.0,,,315.0,315.0,0.0,12,0,0,0,1,0,0,1,1,1,1
1,0,1,87.0,4.0,21.75,4.0,1.0,0.0,1.0,2.0,4.0,3.0,1.0,407.0,1.0,1.0,87.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,160.0,160.0,0.0,13,0,0,1,0,0,0,1,1,1,1
3,0,1,33.0,4.0,8.25,4.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,296.0,1.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,60.0,60.0,0.0,14,0,0,0,1,0,0,1,1,1,1
0,0,1,7059.0,9.0,784.3333333333334,9.0,1.0,0.0,3.0,3.0,7.0,4.0,1.0,98038.0,1.0,1.0,7059.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,33.0,,,1.0,,0.0,,,,0.0,1.0,0.0,0.0,,,1.0,,1.0,1.0,,,0.0,0.0,,,405.0,402.0,0.0,13,0,1,0,0,0,1,0,1,1,0
1,0,1,37.0,8.0,4.625,8.0,0.0,0.0,5.0,1.0,4.0,3.0,1.0,1203.0,1.0,1.0,37.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,320.0,320.0,0.0,14,0,1,0,0,0,1,0,1,1,0
0,0,1,4390.0,8.0,548.75,8.0,1.0,0.0,2.0,3.0,7.0,4.0,1.0,144042.0,1.0,1.0,4390.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,34.0,,,1.0,,0.0,,,,0.0,1.0,1.0,0.0,,,1.0,,1.0,1.0,,,0.0,0.0,,,432.0,432.0,0.0,13,0,1,0,0,0,0,1,1,1,0
1,0,1,75.0,4.0,18.75,4.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,156.0,1.0,1.0,75.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,156.0,160.0,0.0,13,0,0,1,0,0,0,1,1,1,1
0,0,1,4342.0,9.0,482.44444444444446,9.0,0.0,0.0,3.0,2.0,7.0,4.0,1.0,145353.0,1.0,1.0,4342.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,40.0,,,1.0,,0.0,,,,0.0,0.0,1.0,1.0,,,1.0,,1.0,1.0,,,0.0,0.0,,,432.0,432.0,0.0,14,0,0,1,0,0,0,1,1,1,0
0,0,1,3434.0,13.0,264.15384615384613,13.0,0.0,0.0,7.0,1.0,7.0,4.0,1.0,1055673.0,1.0,1.0,3434.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,36.0,,,1.0,,0.0,,,,0.0,0.0,1.0,0.0,,,1.0,,1.0,1.0,,,0.0,0.0,,,702.0,702.0,0.0,14,0,0,1,0,0,0,1,1,1,0
0,0,1,3376.0,7.0,482.2857142857143,7.0,0.0,0.0,1.0,1.0,7.0,4.0,1.0,180342.0,1.0,1.0,3376.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,34.0,,,1.0,,0.0,,,,0.0,0.0,1.0,0.0,,,1.0,,1.0,1.0,,,0.0,0.0,,,308.0,288.0,0.0,12,0,1,0,0,0,1,0,1,1,1
1,0,1,139.0,4.0,34.75,4.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,419.0,1.0,1.0,139.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,156.0,160.0,0.0,13,0,0,1,0,0,0,1,1,1,1
1,0,1,163.0,4.0,40.75,4.0,1.0,0.0,1.0,2.0,4.0,2.0,1.0,193.0,1.0,1.0,163.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,160.0,160.0,0.0,14,0,0,1,0,0,0,1,1,1,1
1,0,1,118.0,4.0,29.5,4.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,208.0,1.0,1.0,118.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,160.0,160.0,0.0,14,0,1,0,0,0,1,0,1,1,1
1,0,1,438.0,4.0,109.5,4.0,1.0,0.0,1.0,2.0,4.0,3.0,1.0,865.0,1.0,1.0,438.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,160.0,160.0,0.0,14,0,0,0,1,0,0,1,1,1,1
0,0,1,4659.0,8.0,582.375,8.0,0.0,0.0,2.0,2.0,7.0,4.0,1.0,168760.0,1.0,1.0,4659.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,47.0,,,1.0,,0.0,,,,0.0,0.0,1.0,1.0,,,1.0,,1.0,1.0,,,0.0,0.0,,,384.0,384.0,0.0,13,0,1,0,0,0,1,0,1,1,0
0,0,1,6542.0,8.0,817.75,8.0,2.0,0.0,2.0,3.0,7.0,4.0,1.0,246269.0,1.0,1.0,6542.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,50.0,,,1.0,,0.0,,,,0.0,0.0,1.0,0.0,,,1.0,,1.0,1.0,,,1.0,1.0,,,384.0,384.0,0.0,13,0,1,0,0,0,1,0,1,1,0
1,0,1,57.0,4.0,14.25,4.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,402.0,1.0,1.0,57.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,160.0,160.0,0.0,13,0,1,0,0,0,1,0,1,1,1
1,0,1,28.0,3.0,9.333333333333334,3.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1055194.0,1.0,0.0,28.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,90.0,90.0,0.0,14,0,1,0,0,0,1,0,1,1,1
3,0,1,42.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1724.0,1.0,0.0,42.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,40.0,40.0,0.0,15,0,0,0,1,0,0,1,1,0,1
1,0,1,99.0,4.0,24.75,4.0,1.0,0.0,2.0,3.0,4.0,3.0,1.0,2689617.0,1.0,1.0,99.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,160.0,160.0,0.0,12,0,1,0,0,0,1,0,1,1,1
0,0,1,5205.0,5.0,1041.0,5.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,345328.0,1.0,1.0,5205.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28.0,,,1.0,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,,,240.0,240.0,0.0,14,0,1,0,0,0,1,0,1,0,1
1,0,1,29.0,2.0,14.5,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,204.0,1.0,0.0,29.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,40.0,40.0,0.0,12,0,0,1,0,0,0,1,1,0,1
1,0,1,24.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2112.0,1.0,0.0,24.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,40.0,40.0,0.0,13,0,0,0,1,0,0,1,1,0,1
3,0,1,28.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,844.0,1.0,0.0,28.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,10.0,10.0,0.0,13,0,1,0,0,0,1,0,1,0,1
3,0,1,62.0,2.0,31.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,5352.0,1.0,0.0,62.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,40.0,40.0,0.0,12,0,0,1,0,0,0,1,1,0,1
0,0,1,9918.0,5.0,1983.6,5.0,2.0,0.0,0.0,1.0,5.0,4.0,1.0,172887.0,1.0,1.0,9918.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,42.0,1.0,,1.0,1.0,0.0,,,,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,,,240.0,240.0,0.0,12,0,1,0,0,0,1,0,1,0,1
1,1,1,25.0,2.0,12.5,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,459.0,1.0,0.0,25.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,78.0,78.0,0.0,12,0,0,0,1,0,0,1,1,0,1
3,0,1,28.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3122.0,1.0,0.0,28.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,24.0,24.0,0.0,12,0,1,0,0,0,1,0,1,0,1
0,0,1,3669.0,4.0,917.25,4.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,163168.0,1.0,1.0,3669.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,81.0,1.0,,1.0,1.0,0.0,,,,0.0,1.0,,0.0,,,,0.0,,,,,0.0,0.0,,,176.0,176.0,0.0,14,0,1,0,0,0,0,1,1,0,1
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,89.0,,,,,0.0,,0.0,,0.0,0.0,,,0.0,1.0,,,,,1.0,1.0,0.0,0.0,,1.0,,,,9,0,1,0,0,0,1,0,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28.0,,,,,,,0.0,,,,,,0.0,,,,,,1.0,1.0,0.0,0.0,,1.0,,,,8,0,1,0,0,0,0,1,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23.0,,,,,,,0.0,,,,,,0.0,,,,,,1.0,1.0,0.0,0.0,,1.0,,,,14,0,1,0,0,0,1,0,0,0,0
0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27.0,,,,,0.0,,0.0,,0.0,1.0,,,0.0,1.0,,,,,1.0,1.0,0.0,0.0,,1.0,,,,3,0,0,1,0,0,0,1,0,0,0
1,0,1,2758.0,13.0,212.15384615384616,13.0,2.0,0.0,4.0,3.0,13.0,4.0,1.0,109536.0,0.0,1.0,2758.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,35.0,,0.0,0.0,,0.0,,,0.0,,,1.0,,,,1.0,,1.0,1.0,,,0.0,0.0,,,520.0,520.0,0.0,14,0,0,1,0,0,0,1,0,1,1
2,0,1,95.0,4.0,23.75,4.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,787.0,1.0,1.0,95.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,20.0,20.0,0.0,14,0,1,0,0,0,0,1,1,1,1
1,0,1,193.0,4.0,48.25,4.0,1.0,0.0,1.0,2.0,4.0,3.0,1.0,1747.0,1.0,1.0,193.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,180.0,165.0,0.0,13,0,1,0,0,0,1,0,1,1,1
1,0,1,67.0,4.0,16.75,4.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,2251.0,1.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,180.0,165.0,0.0,14,0,0,1,0,0,0,1,1,1,1
0,0,1,3318.0,8.0,414.75,8.0,0.0,0.0,2.0,1.0,7.0,4.0,1.0,160066.0,1.0,1.0,3318.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,36.0,,,1.0,,0.0,,,,0.0,0.0,1.0,0.0,,,1.0,,1.0,1.0,,,0.0,0.0,,,360.0,360.0,0.0,14,0,0,0,1,0,0,1,1,1,0
0,0,1,5381.0,9.0,597.8888888888889,9.0,0.0,0.0,3.0,1.0,7.0,4.0,1.0,88303.0,1.0,1.0,5381.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,40.0,,,1.0,,0.0,,,,0.0,0.0,1.0,0.0,,,1.0,,1.0,1.0,,,0.0,0.0,,,405.0,0.0,0.0,13,0,1,0,0,0,1,0,1,1,0
