CommissionedAt,BoilerType,DhwType,Model,SerialNumber,CommissionedMonth,Target_Broken,has_mes_data,total_operations,avg_operation_duration,num_outliers_total,num_outliers_iqr,num_outliers_8h,num_short_duration,unique_outlier_types,num_unique_operations,num_switches_workcenter,pct_outliers_total,first_operation_type,last_operation_type,total_process_timespan_seconds,dominant_operation_type,has_assembly,has_test,total_process_duration,has_impossible_timing,was_produced_outside_shift_hours,MissingOperations,TotalRepeatedExecutions,DistinctOperationsRepeated,Assembly,MAI,ST,PROP,FT,FI,Packing,Brazing,LT,Bottom Preparation,Bottom Assembly,Assembly Merge,ST01,ST02,Final Assembly,Grounding safety test,Top Preparation,NumChildren,NumParents,has_test_measurements,NumberOfFailedTests,CoolingCompressorPressureOutInDelta,GroundContinuityPowerPanel,HeatingWaterTempOutInDeltaTestSystemCalori,CoolingAirTempInOutDelta,VoltageWithstandAc,GroundContinuityFanCover,AirTempInOutDelta,GroundContinuityFanTopCover,GroundContinuityFan,GroundContinuityEvaporator,HeatingAmbientHumidity,HeatingTransientTempIn,CompressorTempInAbsolute,Vacuum not reached to soon,HeatingAmbientTemperature,CoolingWaterTempOutInDelta,InitAmbientTemperature,DeInitAmbientTemperature,TestSystemPowerConsumed,TestSystemPowerCreated,StartWaterTempInTestSystem,StartWaterTempOutTestSystem,DuctCOP,CompressorPressureInAbsolute,NumberOfRepeatedTests,NumberOfMarginTests,OpPlannedTotalQuantity,OpTotalConfirmedYieldQty,OpTotalConfirmedScrapQty
2025-01-23 19:10:27.770325+00:00,2,2,1,SN-E3D793-XY,2025-01,0,1,4.0,5.25,4.0,0.0,0.0,2.0,2.0,4.0,3.0,1.0,Assembly,Packing,2069787.0,Assembly,1.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,160.0,160.0,0.0
2025-01-04 16:20:31.898060+00:00,1,1,0,SN-E7AEDD-XY,2025-01,0,1,5.0,886.2,5.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,Assembly,FT,88954.0,Assembly,1.0,1.0,4431.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,43.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0,1,240.0,240.0,0.0
2024-12-22 21:22:04.301842+00:00,1,2,1,SN-908C84-XY,2024-12,0,1,2.0,10.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,Assembly,ST,80.0,Assembly,1.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,78.0,78.0,0.0
2025-03-01 16:02:46.312362+00:00,2,2,0,SN-3FE675-XY,2025-03,0,1,10.0,343.1,10.0,0.0,0.0,5.0,2.0,7.0,4.0,1.0,Assembly,Packing,863497.0,FT,1.0,1.0,3431.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,44.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,4,4,610.0,598.0,0.0
2025-01-15 14:08:32.597619+00:00,2,2,1,SN-180BC3-XY,2025-01,0,1,3.0,7.333333333333333,3.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,Assembly,Packing,1033211.0,Assembly,1.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,90.0,90.0,0.0
2025-02-14 13:32:08.212092+00:00,1,1,0,SN-7D8074-XY,2025-02,0,1,8.0,892.0,8.0,1.0,0.0,3.0,3.0,7.0,4.0,1.0,Assembly,Packing,781183.0,FT,1.0,1.0,7136.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,38.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,4,1,488.0,480.0,0.0
Unknown,0,0,0,SN-BE4BD9-XY,Unknown,0,1,7.0,439.8571428571428,7.0,0.0,0.0,2.0,1.0,7.0,4.0,1.0,Assembly,Packing,771930.0,Assembly,1.0,1.0,3079.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,34.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0,1,427.0,421.0,0.0
2025-03-13 14:11:28.247729+00:00,1,1,1,SN-3C4F8F-XY,2025-03,0,1,3.0,9.0,3.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,Assembly,Packing,948060.0,Assembly,1.0,0.0,27.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,90.0,90.0,0.0
2025-03-13 13:42:28.482485+00:00,1,1,1,SN-186C76-XY,2025-03,0,1,3.0,8.0,3.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,Assembly,Packing,954315.0,Assembly,1.0,0.0,24.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,90.0,90.0,0.0
2025-01-04 13:40:48.778793+00:00,3,1,1,SN-881FFA-XY,2025-01,0,1,4.0,4.75,4.0,0.0,0.0,2.0,1.0,4.0,3.0,1.0,Assembly,Packing,3012216.0,Assembly,1.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,160.0,160.0,0.0
2025-01-15 09:10:54.213936+00:00,1,2,3,SN-27DEA4-XY,2025-01,0,1,2.0,11.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,Assembly,ST,63579.0,Assembly,1.0,0.0,22.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,40.0,40.0,0.0
2025-01-28 14:33:06.507973+00:00,2,2,1,SN-FDFD2C-XY,2025-01,0,1,4.0,15.75,4.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,Assembly,Packing,3112.0,Assembly,1.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,160.0,160.0,0.0
2025-02-05 14:48:45.660183+00:00,3,1,0,SN-700447-XY,2025-02,0,1,8.0,1414.25,8.0,2.0,0.0,2.0,3.0,7.0,4.0,1.0,Assembly,Packing,79172.0,ST,1.0,1.0,11314.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,34.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2,3,360.0,357.0,0.0
Unknown,0,0,0,SN-5177A7-XY,Unknown,0,1,8.0,480.0,8.0,0.0,0.0,2.0,2.0,7.0,4.0,1.0,Assembly,Packing,168622.0,FT,1.0,1.0,3840.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,35.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2,3,360.0,360.0,0.0
Unknown,0,0,1,SN-F2D2D3-XY,Unknown,0,1,4.0,42.5,4.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,Assembly,Packing,334.0,Assembly,1.0,1.0,170.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,160.0,160.0,0.0
2025-02-18 14:13:40.605687+00:00,1,1,0,SN-D43B18-XY,2025-02,0,1,7.0,796.0,7.0,0.0,0.0,1.0,1.0,7.0,4.0,1.0,Assembly,Packing,177133.0,Assembly,1.0,1.0,5572.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,34.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0,1,336.0,336.0,0.0
Unknown,0,0,0,SN-7AB5A3-XY,Unknown,0,1,7.0,8388.857142857143,7.0,1.0,1.0,1.0,2.0,7.0,4.0,1.0,Assembly,Packing,76915.0,Assembly,1.0,1.0,58722.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,31.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0,4,315.0,312.0,0.0
2025-04-01 16:32:26.947984+00:00,1,1,1,SN-358591-XY,2025-04,0,1,4.0,8.25,4.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,Assembly,Packing,964.0,Assembly,1.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,160.0,160.0,0.0
2025-03-24 13:01:18.507322+00:00,1,1,0,SN-FCFB05-XY,2025-03,0,1,7.0,11470.142857142857,7.0,1.0,1.0,1.0,2.0,7.0,4.0,1.0,Assembly,Packing,17526.0,Assembly,1.0,1.0,80291.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,31.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0,4,315.0,312.0,0.0
2025-03-30 06:56:44.224561+00:00,1,1,0,SN-CA3728-XY,2025-03,0,1,8.0,3121.375,8.0,1.0,0.0,2.0,2.0,7.0,4.0,1.0,Assembly,Packing,335758.0,ST,1.0,1.0,24971.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,34.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2,1,352.0,328.0,0.0
2025-02-17 14:50:42.735143+00:00,1,1,0,SN-A1A437-XY,2025-02,0,1,15.0,367.26666666666665,15.0,0.0,0.0,9.0,2.0,7.0,4.0,1.0,Assembly,Packing,95512.0,PROP,1.0,1.0,5509.0,1.0,1.0,0.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,37.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2,0,660.0,608.0,0.0
2025-04-08 11:49:23.286279+00:00,3,2,1,SN-F9BE53-XY,2025-04,0,1,4.0,24.75,4.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,Assembly,Packing,229.0,Assembly,1.0,1.0,99.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,160.0,160.0,0.0
Unknown,0,0,1,SN-D0AA18-XY,Unknown,0,1,5.0,16.4,5.0,0.0,0.0,2.0,2.0,4.0,3.0,1.0,Assembly,Packing,286.0,ST,1.0,1.0,82.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,0,200.0,200.0,0.0
2025-02-21 13:56:34.810041+00:00,1,2,1,SN-023486-XY,2025-02,0,1,4.0,22.5,4.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,Assembly,Packing,504.0,Assembly,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,156.0,160.0,0.0
2025-02-04 19:24:36.965564+00:00,2,2,0,SN-73B8DA-XY,2025-02,0,1,8.0,1447.0,8.0,1.0,0.0,2.0,3.0,7.0,4.0,1.0,Assembly,Packing,248930.0,MAI,1.0,1.0,11576.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,31.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0,4,360.0,357.0,0.0
2025-03-08 09:28:04.389507+00:00,2,2,0,SN-FFC00D-XY,2025-03,0,1,7.0,588.7142857142857,7.0,0.0,0.0,1.0,1.0,7.0,4.0,1.0,Assembly,Packing,74222.0,Assembly,1.0,1.0,4121.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,34.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0,4,378.0,378.0,0.0
2025-03-14 08:53:06.922292+00:00,2,2,0,SN-740D66-XY,2025-03,0,1,9.0,2277.777777777778,9.0,2.0,0.0,3.0,3.0,7.0,4.0,1.0,Assembly,Packing,162915.0,FT,1.0,1.0,20500.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,42.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,4,1,396.0,368.0,0.0
2025-02-13 13:39:45.142858+00:00,1,1,2,SN-62F608-XY,2025-02,0,1,4.0,12.5,4.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,Assembly,Packing,320854.0,Assembly,1.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,20.0,20.0,0.0
2025-02-15 10:42:04.732163+00:00,3,2,3,SN-42D6E9-XY,2025-02,0,1,4.0,52.0,4.0,1.0,0.0,1.0,2.0,4.0,2.0,1.0,Assembly,Packing,15769.0,Assembly,1.0,1.0,208.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,60.0,60.0,0.0
2025-01-31 09:15:46.043941+00:00,1,1,0,SN-3B0847-XY,2025-01,0,1,7.0,1705.0,7.0,1.0,0.0,1.0,2.0,7.0,4.0,1.0,Assembly,Packing,107101.0,Assembly,1.0,1.0,11935.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,34.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0,1,315.0,315.0,0.0
Unknown,0,0,0,SN-ABD146-XY,Unknown,0,1,7.0,752.7142857142857,7.0,1.0,0.0,1.0,2.0,7.0,4.0,1.0,Assembly,Packing,254926.0,Assembly,1.0,1.0,5269.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,34.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0,1,315.0,315.0,0.0
2025-03-02 09:46:11.098752+00:00,2,2,1,SN-F5D3DD-XY,2025-03,0,1,4.0,140.5,4.0,2.0,0.0,1.0,2.0,4.0,3.0,1.0,Assembly,Packing,246321.0,Assembly,1.0,1.0,562.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,160.0,160.0,0.0
2024-08-27 13:12:03.259332+00:00,1,1,1,SN-20B394-X7,2024-08,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,76.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,52,12,Unknown,Unknown,Unknown
2025-03-28 09:36:06.210779+00:00,1,2,0,SN-CCED73-X7,2025-03,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,1,25.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0,4,Unknown,Unknown,Unknown
2024-10-08 15:18:41.748226+00:00,1,1,0,SN-F8F1A2-X7,2024-10,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,1,42.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0,0,Unknown,Unknown,Unknown
2024-09-30 15:11:24.640382+00:00,1,1,1,SN-CA4A15-X7,2024-09,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,Unknown,Unknown,Unknown
2024-12-05 13:25:38.522200+00:00,2,2,3,SN-87914D-X7,2024-12,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,1,38.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1,10,Unknown,Unknown,Unknown
Unknown,0,0,0,SN-3FAFC4-X7,Unknown,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,1,27.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0,4,Unknown,Unknown,Unknown
Unknown,0,0,0,SN-2E0E5E-X7,Unknown,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,1,26.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0,3,Unknown,Unknown,Unknown
