SerialNumber,MonthBucket,TotalEInHeating,TotalEOutHeating
SN-8D0232-37,2024-09-01 00:00:00+00,44.75823239657,510.85872280739994
SN-E1AC64-27,2024-09-01 00:00:00+00,108.88509467843001,1005.27802617
SN-13D48F-XY,2024-09-01 00:00:00+00,47.067776224069995,500.25630326069995
SN-F065CB-WY,2024-09-01 00:00:00+00,84.87117193814,927.3495250958999
SN-9AE606-2Y,2024-09-01 00:00:00+00,29.80110086128,347.85664251749995
SN-559DA6-J7,2024-09-01 00:00:00+00,70.85219622936,783.6330985374
SN-AD7885-K7,2024-09-01 00:00:00+00,0.0,0.0
SN-1EB8B4-EY,2024-09-01 00:00:00+00,85.70987352221,964.6750387949999
SN-F0BBC8-J7,2024-09-01 00:00:00+00,165.18578618709998,1994.7526384481998
SN-0121CF-27,2024-09-01 00:00:00+00,0.0,0.0
SN-082626-VY,2024-09-01 00:00:00+00,89.094985945,886.3693505741999
SN-6D5241-V7,2024-09-01 00:00:00+00,1.4021861783719998,13.603329723549
SN-44E008-17,2024-09-01 00:00:00+00,101.49560263843,1259.9982699726
SN-86EB3F-27,2024-09-01 00:00:00+00,64.94115210436,676.7231786616
SN-CEC6AF-9Y,2024-09-01 00:00:00+00,0.0,0.0
SN-76C90C-XY,2024-09-01 00:00:00+00,2.412529595,28.707943661450997
SN-EE6A0F-VY,2024-09-01 00:00:00+00,0.548929861221,4.666399573683
SN-87DC05-JY,2024-09-01 00:00:00+00,84.14294443128,792.1879313457
SN-3C1821-1Y,2024-09-01 00:00:00+00,8.406191035872,36.48522702951
SN-71EBBA-3Y,2024-09-01 00:00:00+00,59.21127779,734.6164483683
SN-DA2822-J7,2024-09-01 00:00:00+00,3.2842435675000003,38.52639133884
SN-E68CB0-27,2024-09-01 00:00:00+00,6.445512103779,76.51019094182999
SN-037F91-VY,2024-09-01 00:00:00+00,0.476674296686,4.394782878549
SN-EF10A6-X7,2024-09-01 00:00:00+00,21.843886319360003,150.54366229482
BN-A73BDE-E7,2024-09-01 00:00:00+00,1.085056463372,11.789684775
SN-8AE2A8-9Y,2024-09-01 00:00:00+00,6.557870983313999,87.2161232175
SN-F1180A-27,2024-09-01 00:00:00+00,11.297889916628,141.44370441567
SN-A2D7FF-E7,2024-09-01 00:00:00+00,0.48372288581399997,4.400687874731999
SN-2507DD-7E,2024-09-01 00:00:00+00,60.37027146843,569.3377593591
SN-E7676A-J7,2024-09-01 00:00:00+00,23.443916187790002,241.9435078275
SN-0ADFC6-37,2024-09-01 00:00:00+00,0.972968325,8.770601582634
SN-2432E9-X7,2024-09-01 00:00:00+00,3.116136986221,37.662737407499996
SN-7F5671-8Y,2024-09-01 00:00:00+00,6.285595019186,64.55953186134
SN-AAB637-W7,2024-09-01 00:00:00+00,102.52084952186,1216.59366333
SN-0170D1-EY,2024-09-01 00:00:00+00,22.539035323140002,235.52010844299
SN-3C91C6-VY,2024-09-01 00:00:00+00,56.31614356529,625.7830717073999
SN-47100E-J7,2024-09-01 00:00:00+00,0.062045342093,0.138602622366
SN-5AC4B5-9Y,2024-09-01 00:00:00+00,57.29317710564,581.7777496551
SN-1BC8F8-8Y,2024-09-01 00:00:00+00,11.445168266686,118.37388313299
SN-7C7117-J7,2024-09-01 00:00:00+00,27.48052678378,328.8023030418
SN-A21F7B-8Y,2024-09-01 00:00:00+00,7.171279156279,71.83571405451
SN-C2AAB2-27,2024-09-01 00:00:00+00,181.07440753429998,1394.6567015366998
SN-3E1D16-1Y,2024-09-01 00:00:00+00,7.401620115407001,83.79426511866
SN-3F2267-K7,2024-09-01 00:00:00+00,51.0171223275,432.9618150957
SN-DDDD2F-VY,2024-09-01 00:00:00+00,51.32142946378,469.97388570659996
SN-F8F1A2-X7,2024-09-01 00:00:00+00,0.533076755407,4.461472179732
SN-65EEB6-J7,2024-09-01 00:00:00+00,0.0,0.0
SN-3EDE4A-XY,2024-09-01 00:00:00+00,5.975693646279,77.54689402884
SN-207062-9Y,2024-09-01 00:00:00+00,39.268933035639996,403.7400954651
SN-C9D768-XY,2024-09-01 00:00:00+00,30.02457299093,306.566373945
SN-05CAC6-V7,2024-09-01 00:00:00+00,43.649124046569995,429.83508177569996
SN-7CAE82-8Y,2024-09-01 00:00:00+00,1.156447434128,13.342048298817
SN-66EFDC-97,2024-09-01 00:00:00+00,63.58305090185999,717.0950022074999
SN-D6CD8D-V7,2024-09-01 00:00:00+00,1.112306008779,9.363687827231999
SN-049BAF-L7,2024-09-01 00:00:00+00,76.92895258656999,930.4555502118
SN-341710-VY,2024-09-01 00:00:00+00,17.068108575,182.69396501981998
SN-B8A851-27,2024-09-01 00:00:00+00,327.1147340979,2646.3958572558
SN-0EC688-9Y,2024-09-01 00:00:00+00,14.1225805875,140.02310402268
SN-DE3C9A-2Y,2024-09-01 00:00:00+00,22.04696028122,179.46870347267998
SN-9550BE-X7,2024-09-01 00:00:00+00,12.390897073779,123.15516479451
SN-982797-70,2024-09-01 00:00:00+00,1257.0146773261,8440.530161838
SN-B3E4F0-7X,2024-09-01 00:00:00+00,69.62164520122,704.4407745365999
SN-1ACD1B-27,2024-09-01 00:00:00+00,0.346671473372,1.7606844348659998
SN-821F4F-VY,2024-09-01 00:00:00+00,33.92805665186,360.5947805376
SN-E9B160-JY,2024-09-01 00:00:00+00,8.907633999593,89.02023625865999
SN-4C9644-3Y,2024-09-01 00:00:00+00,27.804608898779996,313.82367939366
SN-6A98C8-2Y,2024-09-01 00:00:00+00,51.016553728139996,523.6999083984
SN-EC69F6-9Y,2024-09-01 00:00:00+00,8.959038678779,69.27258045768
SN-CD253C-37,2024-09-01 00:00:00+00,367.26460865219997,2942.5975454750997
SN-E1148A-37,2024-09-01 00:00:00+00,3.061557303721,39.21517699116
SN-BDB05C-3Y,2024-09-01 00:00:00+00,218.8810580278,1992.1397708907
SN-618099-XY,2024-09-01 00:00:00+00,49.74303783064,618.5352490508999
SN-08E3AF-3Y,2024-09-01 00:00:00+00,7.816707364186,65.22764172366
SN-6A5926-1Y,2024-09-01 00:00:00+00,2.8301616,24.567867602231996
SN-DD9D63-J7,2024-09-01 00:00:00+00,45.5590003225,377.2384402824
SN-3EC9C7-KY,2024-09-01 00:00:00+00,46.300416585639994,450.22823089409997
SN-624607-XY,2024-09-01 00:00:00+00,18.64094459878,247.45155855017998
SN-566B08-2Y,2024-09-01 00:00:00+00,99.81763012220999,955.3420526465999
SN-5E648B-EY,2024-09-01 00:00:00+00,84.35250173342999,976.6081918383
SN-65C2B6-VY,2024-09-01 00:00:00+00,42.94397315971,364.1608542543
SN-5B86C5-3Y,2024-09-01 00:00:00+00,0.428898087093,3.709861056182999
SN-87445C-EY,2024-09-01 00:00:00+00,33.69474346686,359.8066851951
SN-0F9D61-VY,2024-09-01 00:00:00+00,20.60450217343,217.04620353548998
SN-63AE74-VY,2024-09-01 00:00:00+00,37.80519769593,515.2567547525999
SN-EBC641-XY,2024-09-01 00:00:00+00,0.0,0.0
SN-09333E-37,2024-09-01 00:00:00+00,56.00833274029,648.4781795742
SN-9DC5D6-VY,2024-09-01 00:00:00+00,49.020439468140005,366.2537247492
SN-597027-KY,2024-09-01 00:00:00+00,53.20626671122,810.1974621009
SN-6D10D3-3Y,2024-09-01 00:00:00+00,173.8690260097,1597.3942637199
SN-1672FE-27,2024-09-01 00:00:00+00,0.6046348524999999,5.263549816317
SN-E93DF1-WY,2024-09-01 00:00:00+00,110.74753753686,1145.4561679659
SN-19C22F-V7,2024-09-01 00:00:00+00,0.003582046279,0.050531202767999994
SN-58D8A4-XY,2024-09-01 00:00:00+00,18.91754428186,238.87389516950998
SN-92DA75-J7,2024-09-01 00:00:00+00,0.276393924128,0.5618951002679999
SN-CDD9F1-87,2024-09-01 00:00:00+00,80.43282180157,1047.5714299448998
SN-69D31A-V7,2024-09-01 00:00:00+00,14.46037252779,0.0
SN-B352E8-J7,2024-09-01 00:00:00+00,65.22340320622,626.7372348693
SN-4A1E35-27,2024-09-01 00:00:00+00,79.15683134436,768.37211793
SN-B20367-VY,2024-09-01 00:00:00+00,52.88185739221,668.7138704358
SN-1672C2-J7,2024-09-01 00:00:00+00,0.103453345814,0.7960633702679999
SN-B89EC0-K7,2024-09-01 00:00:00+00,60.29379506843,658.5318778157999
SN-AF8163-9Y,2024-09-01 00:00:00+00,2.34196942,26.002411817231998
SN-E3FD39-27,2024-09-01 00:00:00+00,2.703278442907,23.266288505267998
SN-CCD87F-XY,2024-09-01 00:00:00+00,109.26743360028999,1122.0840834384
SN-1BF279-J7,2024-09-01 00:00:00+00,0.11276889331399999,0.187838312232
SN-CBD4EA-W7,2024-09-01 00:00:00+00,19.437692245930002,207.40634372433
SN-E870B4-L7,2024-09-01 00:00:00+00,0.320980275,2.226874022232
SN-9157B4-17,2024-09-01 00:00:00+00,0.18058487581399998,2.7433413026339997
SN-CED118-Y9,2024-09-01 00:00:00+00,0.0,0.0
SN-B3BD08-J7,2024-09-01 00:00:00+00,93.06888828622,994.6641043382999
SN-F35F69-9Y,2024-09-01 00:00:00+00,33.249916881859995,427.47459575069996
SN-2B5763-EY,2024-09-01 00:00:00+00,35.922289084359996,409.7244482883
SN-98E09F-K7,2024-09-01 00:00:00+00,62.869351009709995,581.0590239482999
SN-B343CE-7X,2024-09-01 00:00:00+00,96.95502919871998,735.5565069909
SN-3C1FB4-J7,2024-09-01 00:00:00+00,104.17739139877999,1056.0518176358999
SN-11A17E-WY,2024-09-01 00:00:00+00,65.84380016564,707.0477493366
SN-C8E756-XY,2024-09-01 00:00:00+00,29.72903099936,382.81520908589994
SN-AB1C15-VY,2024-09-01 00:00:00+00,72.21398642877999,897.0085157517
SN-E9593D-9Y,2024-09-01 00:00:00+00,62.71798998843,546.1441456074
SN-6C2EE5-J7,2024-09-01 00:00:00+00,3.0701868966859998,26.784277846317
SN-D83924-37,2024-09-01 00:00:00+00,0.7644902866859999,1.1528317676339999
SN-F7D34A-J7,2024-09-01 00:00:00+00,1.143090062093,10.766374785
SN-CF002D-L7,2024-09-01 00:00:00+00,2.707353322093,16.190463560268
SN-385541-27,2024-09-01 00:00:00+00,19.31868884407,201.73042937817002
SN-D974CB-97,2024-09-01 00:00:00+00,118.00777175936,1835.2422865175997
SN-80F942-J7,2024-09-01 00:00:00+00,29.38252181907,287.06348569884
SN-DE1D7C-WY,2024-09-01 00:00:00+00,0.8820233562209999,7.525122134999999
SN-F23D4D-W7,2024-09-01 00:00:00+00,43.26426339564,496.16495401829997
SN-CC7486-27,2024-09-01 00:00:00+00,29.951895155000003,229.81121441799
SN-87914D-X7,2024-09-01 00:00:00+00,17.879091180929997,105.71364724115999
SN-4BA166-8Y,2024-09-01 00:00:00+00,21.878955080639997,236.62859548115998
SN-3C8E4D-VY,2024-09-01 00:00:00+00,0.20449080749999998,0.424521557634
SN-74DF27-9Y,2024-09-01 00:00:00+00,138.2762754443,1458.8226050015999
SN-9DF382-J7,2024-09-01 00:00:00+00,18.986940892499998,202.21977739865997
SN-BDFB9B-J7,2024-09-01 00:00:00+00,131.98733567628,1559.6170113882
SN-EE436A-KY,2024-09-01 00:00:00+00,82.89336009843,899.249727015
SN-94DAB6-V7,2024-09-01 00:00:00+00,0.19822436337199997,1.402647620268
SN-849B89-8Y,2024-09-01 00:00:00+00,25.658840150929997,269.55079436615995
SN-01604D-V7,2024-09-01 00:00:00+00,2.7342793883720002,0.0
SN-14F01B-XY,2024-09-01 00:00:00+00,29.972933959709998,425.42220102569996
SN-0B8F1A-V7,2024-09-01 00:00:00+00,185.8736451096,2089.73721582
SN-B2EF14-X7,2024-09-01 00:00:00+00,17.04505349407,214.12283372981997
SN-710AC7-VY,2024-09-01 00:00:00+00,127.95949914279,1228.5334590609
SN-232C6F-9Y,2024-09-01 00:00:00+00,51.83957528372,589.6231964231999
SN-2B6A83-XY,2024-09-01 00:00:00+00,23.320938179069998,219.12365360450997
SN-53E4A2-97,2024-09-01 00:00:00+00,2.956290094128,28.743188314866
SN-FAD579-9Y,2024-09-01 00:00:00+00,87.19186375186001,914.2966310592
SN-270AE2-XY,2024-09-01 00:00:00+00,71.76490559,858.5447277467999
SN-26F093-3Y,2024-09-01 00:00:00+00,33.03235504093,293.42285851866
SN-8E5500-8Y,2024-09-01 00:00:00+00,9.633530666220999,16.389775308951
SN-064F83-XY,2024-09-01 00:00:00+00,14.78268646029,151.59678658517998
SN-462A69-KY,2024-09-01 00:00:00+00,66.78082771122,899.2739028983999
SN-67847E-V7,2024-09-01 00:00:00+00,65.03175911029,704.8856684442
SN-F629BE-XY,2024-09-01 00:00:00+00,46.63779144878,366.1757062134
SN-39D3FD-37,2024-09-01 00:00:00+00,41.09194368622,444.0943046226
SN-27AAFA-XY,2024-09-01 00:00:00+00,56.992174217789994,523.2370668350999
SN-2557E7-J7,2024-09-01 00:00:00+00,2.806164678779,17.093307265133998
SN-4156EE-17,2024-09-01 00:00:00+00,41.43665051029,462.6596456151
SN-4EDCA8-VY,2024-09-01 00:00:00+00,8.370660260872,80.42840086701
SN-3BA728-X7,2024-09-01 00:00:00+00,39.161560049710005,326.03467389179997
SN-088556-27,2024-09-01 00:00:00+00,20.335248569999997,284.33306459982
SN-77D616-VY,2024-09-01 00:00:00+00,9.9171473625,71.59348247816999
SN-707B72-1Y,2024-09-01 00:00:00+00,49.02874075407,400.2010529049
SN-BEDE8C-8Y,2024-09-01 00:00:00+00,53.77024450343,472.6809410858999
SN-93DEA8-X7,2024-09-01 00:00:00+00,3.353754569186,0.0
SN-ECB9AC-X7,2024-09-01 00:00:00+00,15.2642616,150.11759518884
SN-FF749A-V7,2024-09-01 00:00:00+00,11.316944023721,120.77347236384
SN-C250E5-WY,2024-09-01 00:00:00+00,0.39173171587199995,2.940304165134
SN-62DAC5-E7,2024-09-01 00:00:00+00,10.475404284128,103.96625450066999
SN-16C553-J7,2024-09-01 00:00:00+00,125.17115443721,1144.8631350126
SN-917DD3-L7,2024-09-01 00:00:00+00,75.49641019221,614.7431883201
SN-959772-X7,2024-09-01 00:00:00+00,45.26798146877999,466.09911143069996
SN-4C2471-V7,2024-09-01 00:00:00+00,21.88276849878,241.62877985066996
SN-531CC1-9Y,2024-09-01 00:00:00+00,152.9187595789,1108.8813711168
SN-35FD60-X7,2024-09-01 00:00:00+00,1.6562046641280002,0.0
SN-E04A0C-E7,2024-09-01 00:00:00+00,80.67621634093,882.6326326707
SN-7F70C7-KY,2024-09-01 00:00:00+00,17.59872413936,190.59771845982
SN-D479CA-KY,2024-09-01 00:00:00+00,1.4748005041280001,5.070652704732
SN-32A00D-VY,2024-09-01 00:00:00+00,31.8428042275,421.9634617233
SN-70DA25-J7,2024-09-01 00:00:00+00,5.5273526083719995,72.70065391298999
SN-8E5A17-37,2024-09-01 00:00:00+00,0.23957405918599997,1.252964936451
SN-8301A4-J7,2024-09-01 00:00:00+00,20.49223539314,199.91804060816997
SN-0D1F5A-37,2024-09-01 00:00:00+00,2.7887766220929997,50.438470811340004
SN-FCD57D-W7,2024-09-01 00:00:00+00,204.27253075180002,1440.6147430683
SN-9E2F45-JY,2024-09-01 00:00:00+00,43.54657577221,430.62070829669995
SN-0AD009-X7,2024-09-01 00:00:00+00,27.785477551859998,374.57651697419993
SN-DB0B0D-2Y,2024-09-01 00:00:00+00,0.19139674959300002,1.292666966049
SN-255ED8-27,2024-09-01 00:00:00+00,15.28587272093,135.3360505275
SN-C6D67E-J7,2024-09-01 00:00:00+00,26.02778455221,351.8314825818
SN-7589EA-3Y,2024-09-01 00:00:00+00,35.02039158814,298.45085711267996
SN-FEF334-71,2024-09-01 00:00:00+00,96.79620436157,778.8116408891999
SN-EE063D-8Y,2024-09-01 00:00:00+00,6.230860466628,30.864678046317
SN-AD775F-3Y,2024-09-01 00:00:00+00,149.2340109764,1388.0908838174998
SN-5740C5-XY,2024-09-01 00:00:00+00,56.87925193314,654.3347588474999
SN-3A4E7D-X7,2024-09-01 00:00:00+00,28.931106056860003,175.12819673634
SN-D017EF-37,2024-09-01 00:00:00+00,66.52507632372,830.3746955493
SN-8174DF-8Y,2024-09-01 00:00:00+00,4.069448440407,46.888688924819995
SN-8C2FA4-97,2024-09-01 00:00:00+00,7.201593030814,17.813099597232
SN-F02F18-2Y,2024-09-01 00:00:00+00,23.853721167499998,235.00654249517996
SN-A938BD-27,2024-09-01 00:00:00+00,8.904093548721,94.08813446981999
SN-A43AD9-27,2024-09-01 00:00:00+00,16.91544397872,242.43433578768
SN-3033C8-LY,2024-09-01 00:00:00+00,0.388495060814,3.4507248374999997
SN-3C90D5-KY,2024-09-01 00:00:00+00,82.38583713122,891.7130771042999
SN-75FE11-Y5,2024-09-01 00:00:00+00,0.0,0.0
SN-FD0590-37,2024-09-01 00:00:00+00,28.2509002475,248.46897055865998
SN-61A6DB-XY,2024-09-01 00:00:00+00,3.759003353721,38.68150961231999
SN-2C1C5B-9Y,2024-09-01 00:00:00+00,230.15314833140002,1964.6474923482
SN-12DFBE-VY,2024-09-01 00:00:00+00,0.6658048312789999,6.054013276317
SN-0A461C-L7,2024-09-01 00:00:00+00,26.638383173429997,276.53763351182994
SN-98A978-3Y,2024-09-01 00:00:00+00,53.16230391843,411.61579088249994
SN-8D4882-9Y,2024-09-01 00:00:00+00,50.50827163907,506.4521996268
SN-87249F-XY,2024-09-01 00:00:00+00,198.4778750171,1637.6427387125998
SN-7F08B9-X7,2024-09-01 00:00:00+00,105.55153141372,1191.8610860151
SN-89D516-97,2024-09-01 00:00:00+00,8.465564605407,61.440516558839995
SN-09FDB5-XY,2024-09-01 00:00:00+00,38.98076125657,477.2522638448999
SN-BF6814-LY,2024-09-01 00:00:00+00,0.0,0.0
SN-C7AA5D-9Y,2024-09-01 00:00:00+00,83.67650116343,722.2348774067999
SN-7B14F8-37,2024-09-01 00:00:00+00,0.006752221686,0.0191416275
SN-D9DA42-LY,2024-09-01 00:00:00+00,45.82433762564,560.6814137718
SN-E2E85D-XY,2024-09-01 00:00:00+00,42.59792413471,442.14061649670003
SN-3E0F0F-J7,2024-09-01 00:00:00+00,170.2525367389,1813.7697330782999
SN-2B77DF-3Y,2024-09-01 00:00:00+00,72.15089191471,608.7836307099
SN-3E7C80-X7,2024-09-01 00:00:00+00,11.089704532906998,122.16973244267999
SN-B5729F-EY,2024-09-01 00:00:00+00,7.5741826208720004,111.06213109116
SN-B19711-3Y,2024-09-01 00:00:00+00,205.47993721359998,1526.1740371874998
SN-BA31A3-27,2024-09-01 00:00:00+00,71.72420582593,799.4634026000999
SN-EEEBE8-KY,2024-09-01 00:00:00+00,0.548036671686,4.817546487365999
SN-243326-9Y,2024-09-01 00:00:00+00,4.308902541279,58.30393838433
SN-66E8B5-X7,2024-09-01 00:00:00+00,22.762892575640002,280.51175952183
SN-8FD282-V7,2024-09-01 00:00:00+00,0.598571185814,5.449686998817
SN-03A281-9Y,2024-09-01 00:00:00+00,96.20499819,883.2762649782
SN-CB37E5-YM,2024-09-01 00:00:00+00,6.743666816628,41.04958425018
SN-131449-9Y,2024-09-01 00:00:00+00,81.39585918470999,957.4585369706999
SN-9EFEEE-L7,2024-09-01 00:00:00+00,66.11664806627999,765.0210447357
SN-F9A2F8-VY,2024-09-01 00:00:00+00,34.48516560657,307.48675692566997
SN-53BBF3-KY,2024-09-01 00:00:00+00,36.36007599,719.7909052481999
SN-64388B-XY,2024-09-01 00:00:00+00,141.2300230404,1199.6007120759
SN-5D6464-XY,2024-09-01 00:00:00+00,88.60537617064,730.6636467449999
SN-3B6353-X7,2024-09-01 00:00:00+00,124.0335601925,1107.4379287593
SN-A3736F-X7,2024-09-01 00:00:00+00,8.048448459128,100.92377861249999
SN-42C475-9Y,2024-09-01 00:00:00+00,16.90866054878,121.38312232683
SN-40543B-9Y,2024-09-01 00:00:00+00,3.999466889593,12.836811437231999
SN-5AAC77-X7,2024-09-01 00:00:00+00,148.71402868,1130.2285808048998
SN-CC5273-9Y,2024-09-01 00:00:00+00,14.103464455640001,166.25724258549
SN-DD9EA8-L7,2024-09-01 00:00:00+00,57.079657831279995,720.3928064475
SN-0F0B85-3Y,2024-09-01 00:00:00+00,101.47495564156999,772.2331747476
SN-962C00-E7,2024-09-01 00:00:00+00,8.2763141125,82.16651256950999
SN-F5F34D-WY,2024-09-01 00:00:00+00,20.219644865,202.11962236133996
SN-D9666A-8Y,2024-09-01 00:00:00+00,43.771751453780006,404.74164332069995
SN-3099C2-WY,2024-09-01 00:00:00+00,96.31659164371999,1324.6574597082
SN-B80717-VY,2024-09-01 00:00:00+00,15.47848539314,181.97342789981997
SN-740DC6-X7,2024-09-01 00:00:00+00,135.80100191,1203.0082157007
SN-AFB932-YM,2024-09-01 00:00:00+00,20.1004947675,206.77441212017996
SN-1C6C3C-27,2024-09-01 00:00:00+00,0.793508386279,7.730518957499999
SN-EBF19B-X7,2024-09-01 00:00:00+00,63.703315535929995,769.9947617966999
SN-9B4C39-37,2024-09-01 00:00:00+00,64.76248507749999,867.2893457399999
SN-8A28A5-J7,2024-09-01 00:00:00+00,32.33526292157,343.21540065659997
SN-AA25B2-X7,2024-09-01 00:00:00+00,7.878956227092999,59.31474691682999
SN-7967DD-XY,2024-09-01 00:00:00+00,17.82730359564,139.56285964701
SN-B84591-V7,2024-09-01 00:00:00+00,68.11743031471,553.8330864009
SN-9DE378-KY,2024-09-01 00:00:00+00,6.590058886627999,84.18559456866
SN-F3C6A3-X7,2024-09-01 00:00:00+00,57.59305544279,652.0328630391
SN-CFF273-8Y,2024-09-01 00:00:00+00,41.434650211219996,428.2565157350999
SN-5E3597-KY,2024-09-01 00:00:00+00,43.20173637122,468.7051682508
SN-577DAE-8Y,2024-09-01 00:00:00+00,141.9639134375,1406.0040990641999
SN-ED0EF4-3Y,2024-09-01 00:00:00+00,91.51758946064,1009.2941193132
SN-18CC28-8Y,2024-09-01 00:00:00+00,15.01258546872,156.17658685866
SN-2A07E2-VY,2024-09-01 00:00:00+00,53.38439336279,535.4193137399999
BN-62CCBF-1Y,2024-09-01 00:00:00+00,16.45398659779,188.39082611268
SN-42423E-2Y,2024-09-01 00:00:00+00,56.62209966378,516.221213325
SN-444617-X7,2024-09-01 00:00:00+00,87.75592919779,1110.3378606216
SN-CB665C-LY,2024-09-01 00:00:00+00,12.866313847092998,132.58252169981998
SN-A29126-LY,2024-09-01 00:00:00+00,58.71982592378,472.1085710199
SN-C2B9CA-L7,2024-09-01 00:00:00+00,58.9333188325,610.5195096159
SN-406289-3Y,2024-09-01 00:00:00+00,36.04177529029,237.92847956615998
SN-BEA6C0-2Y,2024-09-01 00:00:00+00,33.78345749471,445.57966250249996
SN-9CEEB0-VY,2024-09-01 00:00:00+00,0.0,0.0
SN-4955A8-JY,2024-09-01 00:00:00+00,36.41274673064,447.67731706679996
SN-37A8AA-X7,2024-09-01 00:00:00+00,20.6205209175,67.91562552767999
SN-7755F0-97,2024-09-01 00:00:00+00,17.59555470064,207.95443049982
SN-63FA37-97,2024-09-01 00:00:00+00,0.2058411775,0.7017731325
SN-598166-E7,2024-09-01 00:00:00+00,29.449766234069997,226.22514582767997
SN-41AC89-1Y,2024-09-01 00:00:00+00,7.597613174185999,107.67120535884
SN-B3E326-37,2024-09-01 00:00:00+00,20.77628030779,175.8268630875
SN-BBDA59-VY,2024-09-01 00:00:00+00,107.77059710872,695.7116382098999
SN-3439FA-V7,2024-09-01 00:00:00+00,32.29642530436,440.3642914026
SN-74266A-LY,2024-09-01 00:00:00+00,1.086879981628,21.110832154866
SN-CAF339-Y8,2024-09-01 00:00:00+00,108.55317811779,1461.6326635791
SN-9F5CE0-3Y,2024-09-01 00:00:00+00,12.247011732907,101.67817484048999
SN-8C963C-8Y,2024-09-01 00:00:00+00,4.5555730983139995,54.00664433232
SN-BB750E-J7,2024-09-01 00:00:00+00,124.85044862157001,1339.3251640991998
SN-73FEB8-VY,2024-09-01 00:00:00+00,112.94692332720999,924.0288405924
SN-7D78F5-KY,2024-09-01 00:00:00+00,0.0,0.0
SN-0CE790-V7,2024-09-01 00:00:00+00,41.777407234710005,455.7384784116
SN-C53A91-J7,2024-09-01 00:00:00+00,36.73281970407,393.01172007569994
SN-BEB3B6-17,2024-09-01 00:00:00+00,14.699826995,81.75399509232
SN-DC30E9-XY,2024-09-01 00:00:00+00,1013.5668257596,6871.203744707999
SN-9289BF-KY,2024-09-01 00:00:00+00,0.136359516279,0.18988560881699998
SN-A221F0-1Y,2024-09-01 00:00:00+00,31.888419325,398.8766974332
SN-99C6C4-V7,2024-09-01 00:00:00+00,69.98224895529,775.2185379041999
SN-68F697-27,2024-09-01 00:00:00+00,23.556815810289997,196.51459245932998
SN-368C77-KY,2024-09-01 00:00:00+00,20.28703486593,218.40704586017998
SN-1924AB-27,2024-09-01 00:00:00+00,74.75395478592999,879.2921585723999
SN-432C74-8Y,2024-09-01 00:00:00+00,28.16225528907,282.09269430933
SN-5A1F00-VY,2024-09-01 00:00:00+00,56.84058255064,622.4666904116999
SN-AC7746-LY,2024-09-01 00:00:00+00,263.2408678872,2647.8410987532
SN-CFC6A9-8Y,2024-09-01 00:00:00+00,49.432579010290006,625.7406167892
SN-6A50E2-J7,2024-09-01 00:00:00+00,30.96379654564,312.36349848932997
SN-DEBA7D-W7,2024-09-01 00:00:00+00,15.01243913407,87.59650985616
SN-A9B1F1-LY,2024-09-01 00:00:00+00,27.27239116721,255.92628532317
SN-6BC7FE-37,2024-09-01 00:00:00+00,2.4097972870930002,32.17588695383999
SN-8B0286-3Y,2024-09-01 00:00:00+00,0.511305939186,2.714917774866
SN-2C59A5-J7,2024-09-01 00:00:00+00,49.784452154360004,808.2730077168
SN-0ED249-LY,2024-10-01 00:00:00+00,0.552644122093,4.623190388817
SN-19C22F-V7,2024-10-01 00:00:00+00,142.1375544407,1117.2634993974
SN-C1EB1D-LY,2024-10-01 00:00:00+00,3.0861447337209995,39.01018141116
SN-A115AE-VY,2024-10-01 00:00:00+00,1.6656260579070001,13.828503691316998
SN-3D3CD1-VY,2024-10-01 00:00:00+00,64.90416845156999,570.0515810958
SN-58D8A4-XY,2024-10-01 00:00:00+00,139.0914539707,1796.3590805141996
SN-92DA75-J7,2024-10-01 00:00:00+00,0.16879402122099998,0.298591731183
SN-CDD9F1-87,2024-10-01 00:00:00+00,209.5271720528,2605.5297831984
SN-69D31A-V7,2024-10-01 00:00:00+00,19.28374858186,171.25069237499997
SN-B352E8-J7,2024-10-01 00:00:00+00,258.48269172109997,2423.8941000243
SN-1A8400-2Y,2024-10-01 00:00:00+00,144.6949655004,1435.6599095807999
SN-4A1E35-27,2024-10-01 00:00:00+00,233.93323960720002,2243.5266868025997
SN-B20367-VY,2024-10-01 00:00:00+00,178.85519369969998,2058.4980177441003
SN-1672C2-J7,2024-10-01 00:00:00+00,93.38251690627999,828.0150164150999
SN-B89EC0-K7,2024-10-01 00:00:00+00,146.3411553072,1761.2365945832998
SN-C69D1A-97,2024-10-01 00:00:00+00,5.588547098372,74.64081349499999
SN-AF8163-9Y,2024-10-01 00:00:00+00,36.72424842436,430.4275001199
SN-E3FD39-27,2024-10-01 00:00:00+00,57.423342599070004,559.8950728817999
SN-CCD87F-XY,2024-10-01 00:00:00+00,301.71248428859997,2956.5726549591
SN-1BF279-J7,2024-10-01 00:00:00+00,0.08647270377899999,0.13503776999999997
SN-CBD4EA-W7,2024-10-01 00:00:00+00,149.4574426618,1756.8682936059
SN-E870B4-L7,2024-10-01 00:00:00+00,22.559211401859997,230.92771057116
SN-9157B4-17,2024-10-01 00:00:00+00,43.21370734779,445.8771109631999
SN-A68A16-VY,2024-10-01 00:00:00+00,5.284990532499999,83.00442407231999
SN-A65F6F-J7,2024-10-01 00:00:00+00,121.35228022749999,1051.4526703616998
SN-1B78C8-KY,2024-10-01 00:00:00+00,0.5756174962789999,4.996983181317
