SerialNumber,MonthBucket,TotalEInHeating,TotalEOutHeating
SN-8D7515-W7,2024-01-01 00:00:00+00,421.6136385972,3108.0533879259
SN-5D4902-27,2023-12-01 00:00:00+00,390.05587194,4327.801633323
SN-5D4902-27,2024-01-01 00:00:00+00,707.0151576782,6793.710361385999
SN-829F2A-KY,2023-12-01 00:00:00+00,0.938165471628,8.684487423951
SN-829F2A-KY,2024-01-01 00:00:00+00,608.8612346432,4163.834083958999
SN-F672F5-KY,2024-01-01 00:00:00+00,839.4906937704,6632.002005557999
SN-08ADE5-E7,2024-01-01 00:00:00+00,100.43233258471,853.0776284315999
SN-2BCB59-XY,2023-12-01 00:00:00+00,168.6835684422,1641.3535816673998
SN-2BCB59-XY,2024-01-01 00:00:00+00,579.9162018328,4618.052074214999
SN-EAE669-9Y,2023-12-01 00:00:00+00,490.4970083622,3836.6026386959993
SN-EAE669-9Y,2024-01-01 00:00:00+00,884.2497093682,5823.103545438
SN-EE79E6-LY,2023-12-01 00:00:00+00,343.89290673569997,3389.7504033479995
SN-EE79E6-LY,2024-01-01 00:00:00+00,770.2820716143,5778.767303433
SN-502B6C-9Y,2023-12-01 00:00:00+00,397.7715058772,3732.4573281089993
SN-502B6C-9Y,2024-01-01 00:00:00+00,601.7438147496999,5438.642561406
SN-D9479C-9Y,2023-12-01 00:00:00+00,312.3625769229,3126.9307523949
SN-D9479C-9Y,2024-01-01 00:00:00+00,676.8278291236,4940.062989501
SN-3EA34A-YW,2023-12-01 00:00:00+00,710.4527979297001,6154.3304974289995
SN-3EA34A-YW,2024-01-01 00:00:00+00,1084.8105417422,8795.474183511
SN-522C69-J7,2023-12-01 00:00:00+00,0.843524070872,7.967491553817
SN-522C69-J7,2024-01-01 00:00:00+00,278.4116999272,2999.9987713467
SN-CA16B6-E7,2023-12-01 00:00:00+00,389.3830753568,3354.949624842
SN-CA16B6-E7,2024-01-01 00:00:00+00,824.9576541829,5620.370063655
SN-9381FE-X7,2023-12-01 00:00:00+00,165.0698713622,1487.8430097833998
SN-9381FE-X7,2024-01-01 00:00:00+00,672.42087283,5792.778581387999
SN-FF6459-XY,2023-12-01 00:00:00+00,0.0,0.0
SN-FF6459-XY,2024-01-01 00:00:00+00,337.1714333757,2455.9370428443
SN-9309A1-E7,2023-12-01 00:00:00+00,582.2360168954,4131.729038241
SN-9309A1-E7,2024-01-01 00:00:00+00,809.7534736192999,5701.73598468
SN-12E283-9Y,2023-12-01 00:00:00+00,558.0131068428,4985.774457918
SN-12E283-9Y,2024-01-01 00:00:00+00,1166.4925946946998,8756.419900923
SN-646C8E-X7,2023-12-01 00:00:00+00,621.8483501986,5860.876017162
SN-646C8E-X7,2024-01-01 00:00:00+00,1020.7800173697,7555.793665571999
SN-51EE40-VY,2023-12-01 00:00:00+00,475.9080389896,4374.201684221999
SN-51EE40-VY,2024-01-01 00:00:00+00,584.5637159795999,5485.490899308
SN-DCF9A4-Y8,2023-12-01 00:00:00+00,394.7934077675,3652.8994246709995
SN-DCF9A4-Y8,2024-01-01 00:00:00+00,670.2247277271,5589.674187891
SN-B70804-9Y,2023-12-01 00:00:00+00,268.5457380053,2082.1704421959
SN-B70804-9Y,2024-01-01 00:00:00+00,411.286930565,2989.3676058431997
SN-908B0A-Y2,2023-12-01 00:00:00+00,467.7102740282,4274.257719339
SN-908B0A-Y2,2024-01-01 00:00:00+00,982.5437407779,6890.681040668999
SN-CC98CF-V7,2023-12-01 00:00:00+00,409.02602011249996,3522.181755567
SN-CC98CF-V7,2024-01-01 00:00:00+00,438.1765839164,3889.7741587289993
SN-3124FE-1Y,2023-12-01 00:00:00+00,508.9072579696,5080.260332088
SN-3124FE-1Y,2024-01-01 00:00:00+00,872.0276865810999,7981.516247432999
SN-AA5734-VY,2023-12-01 00:00:00+00,577.0654638028,4563.294176658
SN-AA5734-VY,2024-01-01 00:00:00+00,930.0959062486,6371.927348327999
SN-63DF6A-78,2023-12-01 00:00:00+00,539.7463198757,4625.836162979999
SN-63DF6A-78,2024-01-01 00:00:00+00,1148.9532377407,7920.844306067999
SN-9D3B55-37,2023-12-01 00:00:00+00,439.96065626029997,3790.535565573
SN-9D3B55-37,2024-01-01 00:00:00+00,660.7556370079,4897.9335120119995
SN-A46773-XY,2023-12-01 00:00:00+00,182.6423030222,1952.6601372650998
SN-A46773-XY,2024-01-01 00:00:00+00,799.1611268171999,6776.640319016999
SN-6659F1-37,2023-12-01 00:00:00+00,237.63076244250001,1937.0019083301
SN-6659F1-37,2024-01-01 00:00:00+00,517.9235091954,3798.642341424
SN-E7B689-7X,2023-12-01 00:00:00+00,308.1458757293,3264.8424455609993
SN-E7B689-7X,2024-01-01 00:00:00+00,481.66847862139997,4834.48040625
SN-818A53-W7,2024-01-01 00:00:00+00,0.0,0.0
SN-B65D38-3Y,2023-12-01 00:00:00+00,434.4167274671,3348.9159635639994
SN-B65D38-3Y,2024-01-01 00:00:00+00,761.7879894820999,5364.985116176999
SN-039AEB-Y5,2023-12-01 00:00:00+00,461.2155495843,4019.3403562679996
SN-039AEB-Y5,2024-01-01 00:00:00+00,962.7404496121999,6737.935155167999
SN-7585B1-9Y,2023-12-01 00:00:00+00,460.4597591272,3950.5618750769995
SN-7585B1-9Y,2024-01-01 00:00:00+00,739.3205241968,5298.176125143
SN-B88F6B-27,2023-12-01 00:00:00+00,227.54934871970002,2836.0962182324997
SN-B88F6B-27,2024-01-01 00:00:00+00,676.2693690368,6231.386551602
SN-D9F528-9Y,2024-01-01 00:00:00+00,78.88047603814,731.7541146591
SN-44E0EE-8Y,2023-12-01 00:00:00+00,342.96554201,3187.149904344
SN-44E0EE-8Y,2024-01-01 00:00:00+00,554.1837175693,3855.089202411
SN-0E2FA7-J7,2023-12-01 00:00:00+00,256.0029941875,2803.4858338632
SN-0E2FA7-J7,2024-01-01 00:00:00+00,432.00083464859995,3340.6556109659996
SN-6BD97D-J7,2023-12-01 00:00:00+00,0.845522514186,7.733874883682999
SN-6BD97D-J7,2024-01-01 00:00:00+00,417.91557120179993,3593.3662284029997
SN-5F74D4-W7,2023-12-01 00:00:00+00,377.95175797959996,3576.0909292529996
SN-5F74D4-W7,2024-01-01 00:00:00+00,623.9477268514,5083.842902064
SN-3E5A69-74,2023-12-01 00:00:00+00,457.49251892819996,4068.7179065999994
SN-3E5A69-74,2024-01-01 00:00:00+00,707.4264976275,5654.626700684999
SN-F4CDE1-VY,2024-01-01 00:00:00+00,220.52016400749997,1507.5133927617
SN-BF75CE-1Y,2023-12-01 00:00:00+00,862.4979546225,6818.687134256999
SN-BF75CE-1Y,2024-01-01 00:00:00+00,1221.28374634,8780.453020668
SN-18C28A-Y2,2023-12-01 00:00:00+00,467.79519024070004,3592.4820158129996
SN-18C28A-Y2,2024-01-01 00:00:00+00,539.3398492804,3978.299495313
SN-1776FF-74,2023-12-01 00:00:00+00,164.3416950357,1633.5559973075997
SN-1776FF-74,2024-01-01 00:00:00+00,264.0432576075,2550.3312345192
SN-AF2CA0-7E,2023-12-01 00:00:00+00,355.6310841972,3266.186563878
SN-AF2CA0-7E,2024-01-01 00:00:00+00,688.2800262960999,5354.578909247999
SN-5019A5-LY,2023-12-01 00:00:00+00,270.37703853719995,2702.2134076176
SN-5019A5-LY,2024-01-01 00:00:00+00,1097.4257835828,8835.519827745
SN-29053F-9Y,2023-12-01 00:00:00+00,0.37570628412799995,3.0876353413169997
SN-29053F-9Y,2024-01-01 00:00:00+00,490.4326610924999,4106.515843848
SN-588AE6-X7,2024-01-01 00:00:00+00,0.154648190872,2.0239327314509996
SN-2766EA-V7,2023-12-01 00:00:00+00,258.5803510143,1808.8255040366998
SN-2766EA-V7,2024-01-01 00:00:00+00,467.98731607109994,3052.3430794565998
SN-142121-WY,2023-12-01 00:00:00+00,123.28245513157,1134.9912968658
SN-142121-WY,2024-01-01 00:00:00+00,588.076849535,4745.637757656
SN-4153CF-Y0,2023-12-01 00:00:00+00,399.9176207075,2788.2037501032
SN-4153CF-Y0,2024-01-01 00:00:00+00,485.06634673279996,3346.2417184919996
SN-8C6D05-7X,2023-12-01 00:00:00+00,605.6768344920999,4738.322704065
SN-8C6D05-7X,2024-01-01 00:00:00+00,920.2335562321999,6664.374196959
SN-8BF75A-LY,2023-12-01 00:00:00+00,217.1312697064,1708.1992830858
SN-8BF75A-LY,2024-01-01 00:00:00+00,313.62704948609996,2432.5901607516
SN-5B3446-LY,2023-12-01 00:00:00+00,424.31849802790003,3718.277185281
SN-5B3446-LY,2024-01-01 00:00:00+00,1019.1851408207,7075.675201298999
SN-11EF60-X7,2023-12-01 00:00:00+00,64.45736793313999,549.9024459515999
SN-11EF60-X7,2024-01-01 00:00:00+00,218.34826914319999,1890.6697394799
SN-01E8AE-3Y,2023-12-01 00:00:00+00,396.75867409499995,2809.8472057832996
SN-01E8AE-3Y,2024-01-01 00:00:00+00,598.6340191986,3841.7074440419997
SN-2393BB-8Y,2023-12-01 00:00:00+00,695.9852895253999,6055.225897238999
SN-2393BB-8Y,2024-01-01 00:00:00+00,1066.00732056,8379.962792135999
SN-EE42F0-VY,2024-01-01 00:00:00+00,0.0,0.0
SN-528C33-Y2,2023-12-01 00:00:00+00,398.06740068970004,4172.509412565
SN-528C33-Y2,2024-01-01 00:00:00+00,566.5406306875,5346.914447394
SN-713CC4-3Y,2023-12-01 00:00:00+00,253.4576288293,2382.3021565700997
SN-713CC4-3Y,2024-01-01 00:00:00+00,401.9006275543,3570.8505731759997
SN-F7DF70-37,2023-12-01 00:00:00+00,67.39150877186,833.0443972973999
SN-F7DF70-37,2024-01-01 00:00:00+00,503.55674588029996,4218.372217065
SN-6245C9-X7,2024-01-01 00:00:00+00,378.9526388536,2620.6618346775
SN-FAAED6-37,2023-12-01 00:00:00+00,365.4872717132,3845.8825217369995
SN-FAAED6-37,2024-01-01 00:00:00+00,644.4573785145999,5213.777078313
SN-F9FD84-XY,2024-01-01 00:00:00+00,196.43186512039998,1794.7560695217
SN-2892F6-9Y,2023-12-01 00:00:00+00,638.1453878772,4680.328069802999
SN-2892F6-9Y,2024-01-01 00:00:00+00,1015.3350372725,6134.734940355
SN-548F92-9Y,2023-12-01 00:00:00+00,717.5433355664,5360.502677286
SN-548F92-9Y,2024-01-01 00:00:00+00,1054.3991232971,7111.943183586
SN-168DB3-VY,2023-12-01 00:00:00+00,314.9650800457,3556.6189454279997
SN-168DB3-VY,2024-01-01 00:00:00+00,564.6136174006999,5091.251094267
SN-186E90-9Y,2023-12-01 00:00:00+00,455.9595708822,4309.039124913
SN-186E90-9Y,2024-01-01 00:00:00+00,258.5095305254,2078.7316419708
SN-070021-VY,2023-12-01 00:00:00+00,297.6144159072,3101.2307366133
SN-070021-VY,2024-01-01 00:00:00+00,531.7420144022,4603.673028399
SN-0121CF-27,2023-12-01 00:00:00+00,506.52830017720004,4433.947268372999
SN-0121CF-27,2024-01-01 00:00:00+00,662.1855992864,5543.2073324759995
SN-082626-VY,2023-12-01 00:00:00+00,778.5386163100001,6523.246878108
SN-082626-VY,2024-01-01 00:00:00+00,1287.9197598910998,9717.666421685999
SN-44E008-17,2023-12-01 00:00:00+00,269.98504123429996,3066.7879038665997
SN-44E008-17,2024-01-01 00:00:00+00,791.7117014793,6658.404013817999
SN-CEC6AF-9Y,2023-12-01 00:00:00+00,198.31640860220003,2429.3612257743
SN-CEC6AF-9Y,2024-01-01 00:00:00+00,416.0588949447,4114.385128197
SN-8AE2A8-9Y,2024-01-01 00:00:00+00,232.3780422768,2346.5525113032
SN-2507DD-7E,2023-12-01 00:00:00+00,733.4738198543,5658.211939317
SN-2507DD-7E,2024-01-01 00:00:00+00,690.6621669507,6324.455772251999
SN-7F5671-8Y,2023-12-01 00:00:00+00,542.992420705,4787.9033491889995
SN-7F5671-8Y,2024-01-01 00:00:00+00,750.3726230497,5893.45128762
TN-1CA2D7-MP,2024-01-01 00:00:00+00,0.0,0.0
SN-3E1D16-1Y,2023-12-01 00:00:00+00,283.26970948219997,2993.2488522392996
SN-3E1D16-1Y,2024-01-01 00:00:00+00,537.8084204675,4721.126907576
SN-DDDD2F-VY,2023-12-01 00:00:00+00,319.8482352282,3006.9186363216
SN-DDDD2F-VY,2024-01-01 00:00:00+00,525.0522590943,4171.770043797
SN-341710-VY,2023-12-01 00:00:00+00,425.1920904854,3251.0777161739998
SN-341710-VY,2024-01-01 00:00:00+00,428.90577056459995,3433.2879871049995
SN-DE3C9A-2Y,2023-12-01 00:00:00+00,103.55464539721,1095.9572872518
SN-DE3C9A-2Y,2024-01-01 00:00:00+00,617.7067942878,4969.402086567
SN-982797-70,2024-01-01 00:00:00+00,678.6234999425,5279.042122823999
SN-B3E4F0-7X,2023-12-01 00:00:00+00,1061.6889049522,8681.149287759
SN-B3E4F0-7X,2024-01-01 00:00:00+00,1143.1918722363998,8595.583512707999
SN-EC69F6-9Y,2023-12-01 00:00:00+00,387.90009902279996,4149.212300592
SN-EC69F6-9Y,2024-01-01 00:00:00+00,495.18312571,4781.140276251
SN-E1148A-37,2024-01-01 00:00:00+00,225.52256100569997,2507.0685733115997
SN-618099-XY,2023-12-01 00:00:00+00,1699.32103698,11388.399944703
SN-618099-XY,2024-01-01 00:00:00+00,1844.2269086150002,12305.779104431998
SN-AAF2BC-Y2,2023-12-01 00:00:00+00,557.7620505982001,4709.786412992999
SN-AAF2BC-Y2,2024-01-01 00:00:00+00,758.6544370454,5045.583737348999
SN-08E3AF-3Y,2023-12-01 00:00:00+00,125.44584889529,1118.0025688857
SN-08E3AF-3Y,2024-01-01 00:00:00+00,538.8348869757,3721.013379048
SN-6A5926-1Y,2023-12-01 00:00:00+00,744.8707911721999,6612.887926895999
SN-6A5926-1Y,2024-01-01 00:00:00+00,1069.9571925189,7553.892229289999
SN-3EC9C7-KY,2023-12-01 00:00:00+00,560.9910025307,5342.7214538279995
SN-3EC9C7-KY,2024-01-01 00:00:00+00,1275.5427341482,7659.565235291999
SN-09333E-37,2023-12-01 00:00:00+00,837.5983459522,7611.9084016199995
SN-09333E-37,2024-01-01 00:00:00+00,1270.8256324939,8954.355161247
SN-9DC5D6-VY,2024-01-01 00:00:00+00,0.0,0.0
SN-6D10D3-3Y,2023-12-01 00:00:00+00,1048.8005408853,9151.894620234
SN-6D10D3-3Y,2024-01-01 00:00:00+00,1788.2763532200001,12587.767826927999
SN-92DA75-J7,2024-01-01 00:00:00+00,0.840728625814,8.058466952634
SN-B352E8-J7,2024-01-01 00:00:00+00,0.0,0.0
SN-B20367-VY,2023-12-01 00:00:00+00,717.3385907289,6490.731133154999
SN-B20367-VY,2024-01-01 00:00:00+00,865.4385353089001,7277.971350785999
SN-1672C2-J7,2023-12-01 00:00:00+00,456.7193433264,4138.073531855999
SN-1672C2-J7,2024-01-01 00:00:00+00,658.5497009203,4669.162529538
SN-CED118-Y9,2023-12-01 00:00:00+00,497.3319888775,5349.042209621999
SN-CED118-Y9,2024-01-01 00:00:00+00,696.9412552214,6426.255390861
SN-B343CE-7X,2023-12-01 00:00:00+00,1067.2801011074998,8260.323913094999
SN-B343CE-7X,2024-01-01 00:00:00+00,1413.051907848,9427.061147102999
SN-D83924-37,2023-12-01 00:00:00+00,368.9629703382,3851.881937361
SN-D83924-37,2024-01-01 00:00:00+00,595.0630986314,5376.32922981
SN-F7D34A-J7,2023-12-01 00:00:00+00,785.2276912186,5819.152700934
SN-F7D34A-J7,2024-01-01 00:00:00+00,1061.2549926993,7042.036090638
SN-3C8E4D-VY,2023-12-01 00:00:00+00,356.6837187368,2617.9319651216997
SN-3C8E4D-VY,2024-01-01 00:00:00+00,436.4433551422,3358.84999776
SN-80F895-J7,2023-12-01 00:00:00+00,323.12045181220003,3194.4483606569997
SN-80F895-J7,2024-01-01 00:00:00+00,753.2168917378,6401.244451011
SN-B2EF14-X7,2023-12-01 00:00:00+00,573.7742370843,5769.946042142999
SN-B2EF14-X7,2024-01-01 00:00:00+00,801.3192107389,6658.244032926
SN-064F83-XY,2023-12-01 00:00:00+00,684.4910856847,5384.9969175
SN-064F83-XY,2024-01-01 00:00:00+00,937.6957336579,6114.161198124
SN-39D3FD-37,2023-12-01 00:00:00+00,349.20425622320005,3980.416176954
SN-39D3FD-37,2024-01-01 00:00:00+00,455.94050446,5143.932289671
SN-ECB9AC-X7,2023-12-01 00:00:00+00,412.6061695896,3278.7980153219996
SN-ECB9AC-X7,2024-01-01 00:00:00+00,483.74881171469997,3625.7686310039994
SN-E04A0C-E7,2023-12-01 00:00:00+00,620.4466724225,5750.187964547999
SN-E04A0C-E7,2024-01-01 00:00:00+00,878.5987388842999,6312.0467201129995
SN-D479CA-KY,2023-12-01 00:00:00+00,669.4282716128,3786.172454628
SN-D479CA-KY,2024-01-01 00:00:00+00,825.8008520845999,3931.234049028
SN-8301A4-J7,2023-12-01 00:00:00+00,902.1839737393,6598.546465701
SN-8301A4-J7,2024-01-01 00:00:00+00,1183.6093603096,7531.699550673
SN-0D1F5A-37,2023-12-01 00:00:00+00,147.0800951522,1538.7931270299
SN-0D1F5A-37,2024-01-01 00:00:00+00,430.0676807882,3114.1371280442995
SN-FEF334-71,2023-12-01 00:00:00+00,956.3448848428999,7556.198158922999
SN-FEF334-71,2024-01-01 00:00:00+00,1221.5421401743001,8572.368153501
SN-D017EF-37,2023-12-01 00:00:00+00,447.1695285582,3725.2508586059994
SN-D017EF-37,2024-01-01 00:00:00+00,538.1603571057,3990.3353038109994
SN-8174DF-8Y,2024-01-01 00:00:00+00,144.9002681343,1142.9630664167998
SN-A43AD9-27,2023-12-01 00:00:00+00,484.11105622179997,4421.295859469999
SN-A43AD9-27,2024-01-01 00:00:00+00,768.9463495189,6067.068725403
SN-75FE11-Y5,2023-12-01 00:00:00+00,262.73715126540003,1981.0816279799997
SN-75FE11-Y5,2024-01-01 00:00:00+00,419.62594369360005,2896.6593344493
SN-8D4882-9Y,2023-12-01 00:00:00+00,329.3125314654,3104.0799813200997
SN-8D4882-9Y,2024-01-01 00:00:00+00,639.3764607097,4722.4154498729995
SN-89D516-97,2023-12-01 00:00:00+00,285.1633696996,2906.3188718849997
SN-89D516-97,2024-01-01 00:00:00+00,758.53396773,5940.8313929939995
SN-BF6814-LY,2023-12-01 00:00:00+00,862.0256062935999,7210.709641772999
SN-BF6814-LY,2024-01-01 00:00:00+00,954.3427121010999,8154.7338620129985
SN-3E0F0F-J7,2023-12-01 00:00:00+00,1385.656190905,12091.05310743
SN-3E0F0F-J7,2024-01-01 00:00:00+00,1704.895987382,12153.639463304999
SN-243326-9Y,2024-01-01 00:00:00+00,0.0,0.0
SN-CB37E5-YM,2023-12-01 00:00:00+00,0.0,0.0
SN-CB37E5-YM,2024-01-01 00:00:00+00,0.0,0.0
SN-131449-9Y,2023-12-01 00:00:00+00,783.8027704996999,7860.402215289
SN-131449-9Y,2024-01-01 00:00:00+00,1135.2565292228999,9524.129952992998
SN-F9A2F8-VY,2023-12-01 00:00:00+00,691.4078260228999,4912.673386553999
SN-F9A2F8-VY,2024-01-01 00:00:00+00,753.8938776768,4581.338187204
SN-53BBF3-KY,2023-12-01 00:00:00+00,473.83803809859995,4432.918385046
SN-53BBF3-KY,2024-01-01 00:00:00+00,652.5747880378999,5357.888448651
SN-64388B-XY,2023-12-01 00:00:00+00,993.9962239347,7878.410280800999
SN-64388B-XY,2024-01-01 00:00:00+00,1238.770041775,7763.1762230429995
SN-740DC6-X7,2023-12-01 00:00:00+00,22.58438562779,244.80283269
SN-740DC6-X7,2024-01-01 00:00:00+00,452.6828530203,4015.230811701
SN-AFB932-YM,2023-12-01 00:00:00+00,499.8432396111,4838.5345321469995
SN-AFB932-YM,2024-01-01 00:00:00+00,751.0666240518,6007.728861932999
SN-9B4C39-37,2023-12-01 00:00:00+00,1.246891771279,11.635657481450998
SN-9B4C39-37,2024-01-01 00:00:00+00,234.1428570075,2019.5208737906999
SN-8A28A5-J7,2024-01-01 00:00:00+00,48.03033377128,496.30081158179996
SN-7967DD-XY,2023-12-01 00:00:00+00,595.1954308804,4813.777665342
SN-7967DD-XY,2024-01-01 00:00:00+00,1064.5407552325,7275.487832795999
SN-F3C6A3-X7,2023-12-01 00:00:00+00,699.0162113017999,6292.753391478
SN-F3C6A3-X7,2024-01-01 00:00:00+00,1168.542432155,8650.427049576
SN-CFF273-8Y,2023-12-01 00:00:00+00,334.4801812625,3273.8704521629998
SN-CFF273-8Y,2024-01-01 00:00:00+00,514.3307342936,4117.66961748
SN-444617-X7,2024-01-01 00:00:00+00,371.8270831814,3349.29454137
SN-CB665C-LY,2023-12-01 00:00:00+00,917.6342387793001,7716.866645247
SN-CB665C-LY,2024-01-01 00:00:00+00,1425.70833223,9829.926989288999
SN-C2B9CA-L7,2023-12-01 00:00:00+00,472.8127433372,4293.469225974
SN-C2B9CA-L7,2024-01-01 00:00:00+00,1260.5009902604,8767.834176920998
