CommissionedAt;State;BoilerType;DhwType;Model;Broken;SerialNumber
;2;0;0;1;0;SN-8FD760-JY
22/01/2025 14:39;3;2;2;1;0;SN-45C70E-J7
29/01/2025 18:01;3;3;2;1;0;SN-5E9D39-J7
10/02/2025 12:57;3;3;2;1;0;SN-E7ED54-J7
10/01/2025 05:37;3;1;1;1;0;SN-C7621B-J7
29/01/2025 16:14;3;3;2;1;1;SN-18BBA4-J7
04/04/2025 12:06;3;2;2;1;0;SN-EAF8D0-J7
03/04/2025 11:48;3;3;2;1;0;SN-6CF321-J7
03/04/2025 15:38;3;1;2;1;0;SN-C6D67E-J7
07/10/2024 14:37;3;3;2;1;0;SN-050D5C-J7
09/10/2024 15:28;3;3;2;1;0;SN-9276E2-J7
;2;0;0;1;0;SN-C07AAE-J7
28/10/2024 14:45;3;1;1;1;0;SN-D2D024-J7
07/03/2025 22:25;3;3;2;1;0;SN-E4E573-JY
19/02/2025 08:08;3;2;2;1;0;SN-275687-JY
10/03/2025 20:04;3;2;2;1;0;SN-054A39-JY
12/03/2025 11:12;3;1;2;1;0;SN-9013F0-JY
;2;0;0;1;0;SN-C413C6-JY
18/03/2025 21:42;3;3;2;1;0;SN-CB3628-JY
04/02/2025 16:34;3;3;2;1;0;SN-1552FF-JY
21/01/2025 18:33;3;3;2;1;0;SN-47CB0F-JY
19/12/2024 14:33;3;3;2;1;0;SN-A68D00-JY
29/11/2024 12:21;3;3;2;1;0;SN-1652A4-JY
22/11/2024 15:13;3;1;1;1;0;SN-554822-JY
04/02/2025 14:02;3;1;2;1;0;SN-849317-JY
14/10/2024 14:09;3;2;2;1;0;SN-A2A22F-JY
19/11/2024 13:22;3;3;2;1;0;SN-2482F9-JY
03/04/2025 14:56;3;3;2;1;0;SN-0ED76E-JY
05/11/2024 15:44;3;3;2;1;0;SN-4A9C62-JY
09/01/2025 16:31;3;1;1;1;0;SN-6B3079-JY
26/03/2025 08:36;3;1;1;1;0;SN-CCD72D-JY
18/11/2024 15:10;3;1;1;1;0;SN-FAEC3B-JY
18/12/2024 16:20;3;3;2;1;0;SN-14C236-JY
01/03/2025 15:58;3;3;2;1;0;SN-06F931-V7
26/02/2025 17:26;3;2;2;1;0;SN-F855DE-V7
06/02/2025 16:18;3;2;2;1;0;SN-C52AF6-V7
;2;0;0;1;0;SN-DE6E65-V7
26/03/2025 14:49;3;2;2;1;0;SN-07A6C1-V7
23/01/2025 20:44;3;3;2;1;0;SN-0365C7-V7
20/02/2025 10:53;3;1;1;1;0;SN-547016-V7
28/01/2025 17:44;3;1;1;1;0;SN-302135-V7
03/03/2025 16:44;3;2;2;1;0;SN-56DAC4-V7
28/01/2025 17:54;3;1;1;1;0;SN-C360F2-V7
08/10/2024 13:02;3;3;2;1;0;SN-8BC377-VY
01/04/2025 17:02;3;3;2;1;0;SN-A68A16-VY
15/03/2025 13:14;3;1;2;1;0;SN-450E3E-VY
12/09/2024 14:50;3;1;1;1;0;SN-4EDCA8-VY
12/02/2025 17:12;3;1;1;1;0;SN-63AE74-VY
24/09/2024 13:55;3;1;2;1;0;SN-61F886-VY
03/03/2025 16:17;3;3;2;1;0;SN-65999E-VY
09/10/2024 14:44;5;3;2;1;1;SN-3625CC-V7
12/03/2025 13:04;3;1;1;1;0;SN-126E85-V7
17/01/2025 15:38;3;2;2;1;0;SN-E2AB16-V7
12/11/2024 19:22;3;1;1;1;0;SN-3A34C0-V7
12/12/2024 09:12;3;1;1;1;0;SN-61401A-V7
01/11/2024 15:28;3;1;2;1;0;SN-C65C74-V7
31/10/2024 16:09;3;1;1;1;0;SN-B348EA-V7
17/10/2024 14:19;3;3;2;1;0;SN-23AC92-V7
19/11/2024 09:38;5;1;1;1;1;SN-EB8AFB-V7
27/11/2024 11:21;3;2;2;1;0;SN-C94FF9-V7
23/10/2024 10:24;3;1;1;1;0;SN-900357-V7
;2;0;0;1;0;SN-EA9DAD-V7
12/12/2024 13:43;3;3;2;1;0;SN-96B4D1-V7
17/01/2025 23:15;3;1;1;1;0;SN-325020-VY
29/01/2025 15:29;3;3;2;1;0;SN-30D5A7-VY
17/12/2024 13:25;3;1;2;1;0;SN-5CBC05-VY
11/12/2024 14:08;3;1;1;1;0;SN-C5C56F-VY
10/03/2025 19:51;3;1;1;1;0;SN-53EE16-VY
27/11/2024 16:00;3;1;1;1;0;SN-BF327B-VY
13/03/2025 13:48;3;1;1;1;0;SN-2EE8A5-VY
;2;0;0;1;0;SN-907FA3-V7
;2;0;0;1;0;SN-534B42-V7
;2;0;0;1;0;SN-A13C29-V7
26/03/2025 14:02;3;2;1;1;0;SN-E1E109-V7
19/03/2025 16:40;3;1;1;1;0;SN-222098-V7
02/04/2025 18:22;3;1;1;1;0;SN-6B4C96-V7
;2;0;0;1;0;SN-F821BB-V7
;2;0;0;1;0;SN-A2D7BE-V7
10/02/2025 13:33;3;3;2;1;0;SN-C7356D-V7
;2;0;0;1;0;SN-73E857-V7
;2;0;0;1;0;SN-DA7ADB-VY
;2;0;0;1;0;SN-595D99-VY
;2;0;0;1;0;SN-1EA294-VY
08/03/2025 09:55;3;1;2;1;0;SN-2A10CE-VY
07/03/2025 15:26;3;3;2;1;0;SN-03B5E9-VY
31/03/2025 07:41;3;1;1;1;0;SN-112329-VY
27/03/2025 09:57;3;1;1;1;0;SN-5C2821-VY
;2;0;0;1;0;SN-83A52B-VY
02/04/2025 17:33;3;3;2;1;0;SN-0A4D1E-VY
25/11/2024 12:59;3;1;2;1;0;SN-902852-2Y
19/12/2024 13:43;3;1;1;1;0;SN-4F2CF3-2Y
09/12/2024 16:31;3;1;2;1;0;SN-390D71-2Y
14/02/2025 20:20;3;2;2;1;0;SN-E62C8C-2Y
20/11/2024 13:36;3;1;1;1;0;SN-8C69E4-2Y
30/11/2024 12:11;3;1;1;1;0;SN-14A89F-2Y
10/02/2025 16:00;3;1;1;1;0;SN-99D82C-2Y
11/12/2024 16:09;3;1;1;1;0;SN-F9B903-2Y
01/11/2024 17:53;3;1;1;1;0;SN-277956-27
04/02/2025 12:38;3;3;1;1;0;SN-5BB04C-27
28/02/2025 15:41;3;3;2;1;0;SN-36491D-27
27/02/2025 12:27;3;1;1;1;0;SN-F3AE3D-27
10/02/2025 16:32;3;1;1;1;0;SN-E39EC5-27
;2;0;0;1;0;SN-D3D5F1-27
17/03/2025 09:48;3;1;1;1;0;SN-0E9A24-27
17/12/2024 13:47;3;3;2;1;0;SN-8035BC-27
07/11/2024 08:09;3;3;2;1;0;SN-66A401-27
13/11/2024 13:03;3;1;1;1;0;SN-0CD156-27
15/10/2024 13:30;3;3;2;1;0;SN-92FF78-27
09/10/2024 13:00;5;2;2;1;1;SN-6F82DB-27
;2;0;0;1;0;SN-A55515-2Y
;2;0;0;1;0;SN-D7AB73-2Y
08/04/2025 08:00;3;2;2;1;0;SN-5E4C90-2Y
;2;0;0;1;0;SN-7F6E25-2Y
;2;0;0;1;0;SN-07A99C-2Y
28/01/2025 15:25;3;2;2;1;0;SN-7D99D7-2Y
14/01/2025 18:55;3;1;2;1;0;SN-DABCED-2Y
04/02/2025 16:52;3;2;2;1;0;SN-E8585F-27
13/03/2025 17:24;3;1;1;1;0;SN-F5507E-27
21/03/2025 14:11;3;1;1;1;0;SN-931A8C-27
30/01/2025 15:47;3;2;2;1;0;SN-CB5622-27
;2;0;0;1;0;SN-E3AA63-27
;2;0;0;1;0;SN-24614C-27
26/02/2025 14:18;3;1;1;1;0;SN-201613-27
11/02/2025 16:15;3;1;1;1;0;SN-F77E00-27
;2;0;0;1;0;SN-43D06A-27
;2;0;0;1;0;SN-3F3347-27
07/04/2025 13:28;3;3;2;1;0;SN-3F0015-27
;2;0;0;1;0;SN-E1EC80-27
;2;0;0;1;0;SN-7BA511-27
;2;0;0;1;0;SN-734A58-27
11/03/2025 16:02;3;1;1;1;0;SN-EE9944-27
;2;0;0;1;0;SN-BA07CC-27
;2;0;0;1;0;SN-0713EF-27
27/11/2024 15:08;3;1;1;1;1;SN-93FA23-27
17/09/2024 14:57;3;1;2;1;0;SN-1924AB-27
01/07/2024 15:48;3;3;2;1;0;SN-406289-3Y
18/02/2025 14:41;3;1;1;1;0;SN-CCE6E1-37
;2;0;0;1;0;SN-987CB4-37
26/03/2025 17:38;3;1;2;1;0;SN-A82D6C-37
05/03/2025 16:39;3;3;2;1;0;SN-C2F2FC-37
;2;0;0;1;0;SN-CDD21D-37
20/02/2025 17:06;3;3;2;1;0;SN-6FB1B3-37
07/04/2025 17:09;3;3;2;1;0;SN-FF6383-37
02/04/2025 17:31;3;2;2;1;0;SN-0C1E01-37
02/04/2025 17:08;3;1;1;1;0;SN-D4388A-37
07/03/2025 12:08;3;3;2;1;0;SN-0B7B7E-37
;2;0;0;1;0;SN-4EA1E1-37
19/11/2024 13:48;3;1;1;1;0;SN-CBFF56-3Y
09/10/2024 13:03;3;1;1;1;0;SN-CA07CE-3Y
01/10/2024 15:01;3;1;1;1;0;SN-58E0E8-3Y
21/10/2024 10:36;3;1;1;1;0;SN-7F0675-3Y
06/11/2024 17:43;3;2;2;1;0;SN-13CB3B-3Y
;2;0;0;1;0;SN-B1420C-3Y
09/12/2024 15:12;3;3;2;1;0;SN-4754F5-3Y
06/01/2025 17:13;3;1;1;1;0;SN-DF2C14-3Y
05/12/2024 16:13;3;2;2;1;0;SN-ABB4AB-3Y
04/02/2025 12:23;3;1;1;1;0;SN-171EF7-3Y
04/03/2025 14:25;3;1;2;1;0;SN-2D97FC-3Y
15/01/2025 16:09;3;3;2;1;0;SN-F93E27-3Y
31/03/2025 19:57;3;2;1;1;0;SN-7B14F8-37
04/09/2024 12:59;3;1;1;1;0;SN-11BAA6-37
22/08/2024 15:33;3;3;2;1;0;SN-FD0590-37
02/04/2025 14:31;3;3;2;1;0;SN-C0CF4B-3Y
;2;0;0;1;0;SN-87059F-3Y
02/04/2025 18:02;3;3;2;1;0;SN-DB3CAC-3Y
;2;0;0;1;0;SN-6A510F-3Y
;2;0;0;1;0;SN-366698-3Y
03/04/2025 10:04;3;1;1;1;0;SN-206D6B-3Y
;2;0;0;1;0;SN-A43C5B-3Y
;2;0;0;1;0;SN-D30ADF-3Y
25/02/2025 13:40;3;3;2;1;0;SN-00CE0D-3Y
15/02/2025 01:34;3;3;2;1;0;SN-A8DB6C-3Y
;2;0;0;1;0;SN-1A4B94-3Y
;2;0;0;1;0;SN-52E38E-3Y
27/02/2025 17:56;3;1;1;1;0;SN-D8833F-3Y
28/02/2025 18:05;3;1;1;1;1;SN-17A45E-3Y
12/02/2025 17:07;3;1;1;1;0;SN-5CA09A-3Y
31/12/2024 13:19;3;1;2;1;0;SN-76053A-3Y
09/12/2024 20:17;3;1;1;1;0;SN-C18D0C-3Y
13/02/2025 15:52;3;2;2;1;0;SN-D5346B-3Y
02/12/2024 19:43;3;2;2;1;0;SN-BD21C2-3Y
24/12/2024 13:27;3;3;2;1;0;SN-25F72A-3Y
21/01/2025 14:35;3;1;1;1;0;SN-DC7504-3Y
21/01/2025 17:19;3;1;1;1;0;SN-792A0B-3Y
07/01/2025 15:55;3;1;1;1;0;SN-008851-3Y
29/01/2025 14:33;3;2;2;1;0;SN-DCD4A9-3Y
08/02/2025 08:37;3;3;2;1;0;SN-039B2A-3Y
31/03/2025 09:29;3;2;1;1;0;SN-A240D0-3Y
;2;0;0;1;0;SN-961E01-WY
;2;0;0;1;0;SN-B5220B-WY
30/12/2024 09:13;3;1;1;1;0;SN-8F8C16-WY
01/03/2025 10:12;3;1;1;1;0;SN-56668C-WY
09/01/2025 17:24;3;1;1;1;0;SN-1538E4-WY
;2;0;0;1;0;SN-45FF04-WY
18/12/2024 08:17;3;2;2;1;0;SN-ACAC6B-WY
04/02/2025 10:01;3;3;2;1;0;SN-800DDD-WY
28/01/2025 16:02;3;1;1;1;0;SN-5AB89C-WY
03/02/2025 16:43;3;3;2;1;0;SN-998225-WY
06/03/2025 15:27;3;2;2;1;0;SN-DDAD73-WY
28/01/2025 11:07;3;1;1;1;0;SN-64B11D-WY
25/02/2025 20:06;3;1;1;1;0;SN-D0E546-WY
19/03/2025 15:48;3;3;2;1;0;SN-CEE24C-WY
04/02/2025 15:55;3;1;1;1;0;SN-3F1E60-WY
26/02/2025 13:26;3;2;2;1;0;SN-25C2EA-W7
03/03/2025 14:50;3;3;2;1;0;SN-C75551-W7
;2;0;0;1;0;SN-E420DB-W7
;2;0;0;1;0;SN-2298B0-W7
;4;0;0;1;0;SN-7105C0-W7
12/03/2025 19:38;3;1;1;1;0;SN-303B4F-WY
22/10/2024 13:45;3;3;2;1;0;SN-2CC982-WY
25/11/2024 16:26;3;1;1;1;0;SN-A2A576-WY
18/10/2024 07:59;3;1;1;1;0;SN-7E665F-WY
15/11/2024 11:20;3;2;1;1;0;SN-95DB2D-WY
18/12/2024 10:19;3;1;2;1;0;SN-4FC665-WY
02/10/2024 20:19;3;3;2;1;0;SN-C2744B-WY
22/11/2024 14:23;3;3;2;1;0;SN-A3D38D-WY
24/03/2025 20:31;3;1;1;1;0;SN-8961B0-WY
05/11/2024 15:57;3;2;2;1;0;SN-705FCF-WY
21/06/2024 14:42;3;2;1;1;0;SN-C6E9BE-W7
03/09/2024 12:28;3;3;2;1;0;SN-E93DF1-WY
10/09/2024 16:01;3;2;2;1;0;SN-11A17E-WY
20/09/2024 15:44;3;1;1;1;0;SN-AC93B2-WY
11/09/2024 19:16;3;2;2;1;0;SN-924217-WY
19/02/2025 09:19;3;3;2;1;0;SN-FB9F9B-WY
15/01/2025 10:42;3;3;2;1;0;SN-29FBF4-WY
27/02/2025 17:50;3;1;2;1;0;SN-AF9BA0-WY
13/11/2024 19:45;3;1;1;1;0;SN-62EAD6-WY
12/12/2024 14:41;3;1;1;1;0;SN-1FD8AC-WY
11/03/2025 12:47;3;1;1;1;0;SN-D779A2-WY
10/12/2024 15:27;3;2;2;1;0;SN-5E4602-K7
01/02/2025 17:56;3;1;1;1;0;SN-66747F-K7
04/02/2025 15:56;3;3;2;1;0;SN-374FEC-K7
05/12/2024 13:28;3;3;2;1;0;SN-5E375B-K7
;2;0;0;1;0;SN-140EEC-KY
03/03/2025 17:44;3;3;2;1;0;SN-E0DCEE-KY
17/03/2025 17:23;3;2;2;1;0;SN-75458B-KY
;2;0;0;1;0;SN-DB51EF-KY
;2;0;0;1;0;SN-DD18C1-KY
25/02/2025 10:19;3;3;2;1;0;SN-F731A0-KY
;2;0;0;1;0;SN-05B155-KY
18/03/2025 14:42;3;2;2;1;0;SN-D69A1B-KY
;2;0;0;1;0;SN-6F8FE7-KY
07/03/2025 13:26;3;2;2;1;0;SN-63C51E-KY
;2;0;0;1;0;SN-9D1359-KY
05/02/2025 14:23;3;1;1;1;0;SN-F8E910-KY
19/02/2025 16:54;3;1;1;1;0;SN-AB9BB6-KY
14/02/2025 16:17;3;1;1;1;0;SN-FD0DEB-KY
18/03/2025 16:10;3;1;1;1;0;SN-D34DA8-KY
01/03/2025 16:23;3;1;1;1;0;SN-3FF008-KY
13/03/2025 16:00;3;1;1;1;0;SN-2C7DE0-KY
;2;0;0;1;0;SN-86E270-KY
;2;0;0;1;0;SN-BA85D9-KY
;2;0;0;1;0;SN-CE36F8-KY
;2;0;0;1;0;SN-F81834-KY
03/04/2025 15:02;3;1;1;1;0;SN-733DDE-KY
;2;0;0;1;0;SN-6A5933-KY
;2;0;0;1;0;SN-4205E4-KY
;2;0;0;1;0;SN-C2469C-KY
18/03/2025 13:39;3;2;2;1;0;SN-38BD0D-KY
;2;0;0;1;0;SN-E85C3A-KY
;2;0;0;1;0;SN-391E5E-KY
07/11/2024 16:11;3;3;2;1;0;SN-32CE41-KY
17/09/2024 19:47;3;2;2;1;0;SN-597027-KY
06/09/2024 16:40;3;3;2;1;0;SN-2A8D62-KY
15/10/2024 09:55;3;3;2;1;0;SN-38F7CA-KY
14/01/2025 10:27;3;1;1;1;0;SN-7AF62D-KY
06/12/2024 13:05;3;2;2;1;0;SN-7F70C7-KY
25/09/2024 07:44;3;3;2;1;0;SN-462A69-KY
12/11/2024 21:10;3;1;1;1;0;SN-793FC5-KY
31/10/2024 11:25;3;3;2;1;0;SN-8975E2-KY
15/10/2024 16:23;3;2;2;1;0;SN-BDB26F-KY
05/03/2025 10:42;3;2;2;1;0;SN-5A6BED-KY
27/02/2025 14:01;3;1;1;1;0;SN-6B57F9-KY
;2;0;0;1;0;SN-9F18E6-KY
;2;0;0;1;0;SN-5D4AF8-KY
22/01/2025 16:45;3;2;2;1;0;SN-DFEDF3-KY
25/02/2025 13:44;3;2;2;1;0;SN-E8F2D7-KY
19/03/2025 07:49;3;1;1;1;0;SN-111153-KY
25/02/2025 13:28;3;2;2;1;0;SN-F6FDBE-KY
17/01/2025 19:58;3;2;2;1;0;SN-B710E4-V7
02/04/2025 13:36;3;2;2;1;0;SN-034AD8-V7
10/01/2025 16:46;3;1;1;1;0;SN-9CEA5A-V7
27/02/2025 19:24;3;3;2;1;0;SN-C705DC-V7
;2;0;0;1;0;SN-6AD82E-VY
;2;0;0;1;0;SN-77C05A-VY
;2;0;0;1;0;SN-D08684-VY
;2;0;0;1;0;SN-E887DF-VY
;2;0;0;1;0;SN-87F0A4-VY
05/02/2025 23:12;3;1;1;1;0;SN-3FAC96-V7
04/02/2025 19:00;3;3;2;1;0;SN-704B84-V7
06/03/2025 17:28;3;3;2;1;0;SN-CD1B09-V7
03/02/2025 16:33;3;2;2;1;0;SN-289804-V7
27/02/2025 15:41;3;3;2;1;0;SN-7CD8A8-V7
27/02/2025 07:42;3;1;1;1;0;SN-59E55F-V7
14/02/2025 17:19;3;2;2;1;0;SN-998191-V7
22/01/2025 16:55;3;2;2;1;0;SN-D0E750-V7
04/02/2025 07:42;3;3;2;1;0;SN-1CEB9A-V7
;2;0;0;1;0;SN-A2C4CD-V7
10/03/2025 15:00;3;3;2;1;0;SN-6F418E-VY
03/03/2025 16:40;3;3;2;1;0;SN-6E415C-VY
06/02/2025 17:14;3;3;2;1;0;SN-3C5515-VY
08/11/2024 11:44;3;1;1;1;0;SN-05C065-VY
07/11/2024 15:52;3;3;2;1;0;SN-91B687-VY
18/11/2024 16:10;3;1;1;1;0;SN-501C94-VY
11/12/2024 15:27;3;3;2;1;0;SN-5EBE4B-VY
;2;0;0;1;0;SN-BB3DD9-VY
19/11/2024 14:40;3;1;2;1;1;SN-84265D-V7
18/02/2025 08:29;3;1;1;1;0;SN-FF5046-V7
20/09/2024 17:09;3;1;1;1;0;SN-2C236B-V7
11/12/2024 14:38;3;1;2;1;0;SN-9FBC84-V7
23/12/2024 15:51;3;1;2;1;0;SN-9727AE-V7
05/02/2025 10:52;3;3;2;1;0;SN-9C1CEE-V7
31/01/2025 13:06;3;1;1;1;0;SN-D46D14-V7
23/12/2024 14:50;3;2;2;1;0;SN-C2C8E2-V7
;4;0;0;1;0;SN-F5FF32-V7
04/12/2024 14:19;3;3;2;1;0;SN-C0BDD8-V7
04/04/2025 12:09;3;3;2;1;0;SN-67EE9A-V7
01/04/2025 14:38;3;3;2;1;0;SN-01E4F6-V7
03/04/2025 14:39;3;1;1;1;0;SN-ADFDD1-V7
;2;0;0;1;0;SN-F12090-V7
14/03/2025 15:08;3;2;2;1;0;SN-428470-V7
11/03/2025 14:31;3;3;2;1;0;SN-5E5979-V7
05/03/2025 15:45;3;1;2;1;0;SN-5F8DF4-V7
18/03/2025 13:26;3;3;2;1;0;SN-F5C9E3-V7
04/03/2025 12:19;3;2;2;1;0;SN-522041-V7
;2;0;0;1;0;SN-2D4D65-V7
20/06/2024 17:31;3;1;1;1;0;SN-CDE2C2-VY
17/02/2025 19:22;3;2;1;1;0;SN-73FEB8-VY
04/02/2025 09:20;3;3;2;1;0;SN-AF6AAC-X7
;2;0;0;1;0;SN-BD41EC-X7
18/10/2024 16:53;3;2;2;1;0;SN-829B51-X7
12/11/2024 16:28;3;1;1;1;0;SN-54D9D9-X7
;2;0;0;1;0;SN-4C4ED0-X7
15/11/2024 20:00;3;1;1;1;0;SN-5B2100-X7
25/11/2024 14:54;3;3;2;1;0;SN-8555BE-X7
09/10/2024 21:42;3;3;2;1;1;SN-55827B-X7
05/11/2024 12:44;3;2;2;1;0;SN-BDBBB5-X7
;2;0;0;1;0;SN-836A17-X7
02/12/2024 13:21;3;3;2;1;0;SN-91407A-X7
04/02/2025 14:20;3;3;2;1;0;SN-E21BC1-X7
12/11/2024 19:04;3;3;2;1;0;SN-3B18BF-X7
10/01/2025 14:54;3;2;2;1;0;SN-648B53-X7
14/03/2025 14:11;3;3;2;1;0;SN-C75F76-X7
07/11/2024 15:18;3;1;1;1;1;SN-506907-X7
;2;0;0;1;0;SN-E0E5BF-XY
;2;0;0;1;0;SN-CEC278-XY
24/03/2025 22:15;3;2;2;1;0;SN-F7E624-XY
26/03/2025 15:02;3;1;2;1;0;SN-F6280F-XY
07/04/2025 13:49;3;2;2;1;0;SN-1D2756-XY
;2;0;0;1;0;SN-129F04-XY
;2;0;0;1;0;SN-B9EA92-XY
;2;0;0;1;0;SN-1E2F81-XY
;2;0;0;1;0;SN-9B1F65-XY
;2;0;0;1;0;SN-711600-XY
26/03/2025 15:58;3;3;2;1;0;SN-16C0CB-XY
10/02/2025 17:12;3;3;2;1;0;SN-1BE9A4-X7
25/02/2025 11:14;3;3;2;1;0;SN-7B9893-X7
14/02/2025 20:21;3;2;2;1;0;SN-8DC36F-X7
11/03/2025 15:33;3;1;1;1;0;SN-A743D9-X7
06/02/2025 10:22;3;1;1;1;0;SN-E3DD3E-X7
17/09/2024 14:52;3;2;2;1;0;SN-6ACD44-X7
24/09/2024 15:23;3;2;2;1;0;SN-DC295E-X7
24/09/2024 16:06;3;1;1;1;0;SN-AA25B2-X7
11/12/2024 14:08;3;3;2;1;0;SN-DC9A9A-X7
26/08/2024 13:55;3;1;1;1;0;SN-6E6B80-X7
22/08/2024 15:22;3;1;1;1;0;SN-DF7FBF-X7
12/12/2024 15:52;3;3;1;1;0;SN-A21A52-X7
03/12/2024 13:14;3;3;2;1;0;SN-E40F3A-X7
13/01/2025 15:18;3;3;2;1;0;SN-92A7A6-X7
07/04/2025 15:22;3;2;2;1;0;SN-3FAA2B-X7
01/04/2025 14:17;3;2;2;1;0;SN-842609-X7
11/12/2024 16:00;3;3;2;1;0;SN-6FE811-X7
20/02/2025 14:18;3;3;2;1;0;SN-21722B-X7
15/10/2024 17:28;3;1;1;1;0;SN-E2C2D7-XY
24/12/2024 16:24;3;1;1;1;0;SN-6844A4-X7
07/01/2025 19:30;3;1;1;1;0;SN-638D66-X7
;2;0;0;1;0;SN-1117A2-X7
21/01/2025 14:22;3;2;2;1;0;SN-C5F475-X7
;2;0;0;1;0;SN-3886CF-X7
26/03/2025 15:18;3;1;1;1;0;SN-F8A50D-X7
17/01/2025 16:01;3;3;2;1;0;SN-116EAF-X7
16/01/2025 14:11;3;3;2;1;0;SN-330FCB-X7
03/02/2025 16:59;3;1;2;1;0;SN-CE04E3-X7
21/01/2025 16:50;3;3;2;1;0;SN-5E4818-X7
14/03/2025 15:02;3;1;1;0;0;SN-2DD582-2Y
;2;0;0;0;0;SN-FDBC21-2Y
12/02/2025 10:14;3;1;1;0;0;SN-073DF9-2Y
24/02/2025 18:22;3;2;2;0;0;SN-BB2E4F-2Y
;4;0;0;0;0;SN-29234B-2Y
05/03/2025 09:54;3;1;1;0;0;SN-DD3694-2Y
;2;0;0;0;0;SN-F6E91D-2Y
07/03/2025 18:01;3;1;1;0;0;SN-2AA27F-2Y
14/03/2025 17:27;3;1;2;0;0;SN-19978E-2Y
15/03/2025 18:23;3;1;2;0;0;SN-F3E4DE-2Y
28/01/2025 16:22;3;1;1;0;0;SN-DB0649-2Y
05/02/2025 18:13;3;1;1;0;0;SN-7F3E4A-2Y
11/02/2025 14:01;3;3;2;0;0;SN-F63E65-2Y
31/01/2025 14:39;3;2;2;0;0;SN-A19181-2Y
18/03/2025 12:35;3;1;1;0;0;SN-AF2D6A-2Y
29/01/2024 12:37;3;1;2;0;0;SN-E55073-27
;2;0;0;0;0;SN-F92F64-27
08/07/2024 13:01;3;3;2;0;0;SN-B116BF-27
30/07/2024 15:11;3;2;2;0;0;SN-255ED8-27
22/11/2024 12:53;3;2;2;0;0;SN-E1AC64-27
08/09/2023 02:00;3;2;2;0;0;SN-5D4902-27
;5;0;0;0;1;SN-C01944-27
24/10/2023 02:00;3;1;1;0;0;SN-A43AD9-27
05/10/2023 02:00;3;2;2;0;0;SN-B88F6B-27
12/11/2024 13:08;3;3;2;0;0;SN-1C6C3C-27
07/03/2024 18:48;3;2;2;0;0;SN-BA31A3-27
07/10/2024 16:32;3;2;2;0;0;SN-1672FE-27
26/02/2024 11:50;3;3;2;0;0;SN-CA0EC1-27
07/03/2025 12:38;3;2;2;0;0;SN-F0438D-27
30/04/2024 15:54;3;1;1;0;0;SN-E3BD1F-2Y
23/04/2024 18:15;3;3;2;0;0;SN-566B08-2Y
03/02/2025 10:23;3;1;1;0;0;SN-C42F8C-2Y
22/10/2024 08:26;3;3;2;0;0;SN-BAFBDC-2Y
23/04/2024 11:02;3;2;2;0;0;SN-FBF934-2Y
;5;0;0;0;1;SN-CC86E6-2Y
06/09/2024 13:56;3;1;1;0;0;SN-6AA1A3-2Y
14/12/2023 01:00;3;1;1;0;0;SN-DE3C9A-2Y
24/07/2024 14:29;3;1;1;0;0;SN-42423E-2Y
17/07/2024 14:22;3;1;2;0;0;SN-DB0B0D-2Y
08/05/2024 16:48;3;1;1;0;0;SN-BEA6C0-2Y
29/05/2024 13:35;3;1;1;0;0;SN-8441E1-2Y
18/02/2025 16:47;3;3;2;0;0;SN-150E5C-27
18/02/2025 18:19;3;2;2;0;0;SN-6B44D6-27
;2;0;0;0;0;SN-8F87E9-27
25/03/2025 10:31;3;1;1;0;0;SN-387744-27
24/01/2025 09:09;3;2;2;0;0;SN-BB75CC-27
;2;0;0;0;0;SN-602D4B-27
;2;0;0;0;0;SN-AE5AB4-27
24/01/2025 17:09;3;3;2;0;0;SN-DE6528-27
10/01/2025 11:03;3;1;1;0;0;SN-2FE722-27
18/02/2025 16:09;3;1;1;0;0;SN-C919CD-27
30/11/2024 17:30;3;2;2;0;0;SN-4F44A6-27
17/01/2025 13:51;3;1;1;0;0;SN-598B2A-27
16/01/2025 18:12;3;3;1;0;0;SN-588E47-27
03/12/2024 13:03;3;1;1;0;0;SN-6777F0-27
11/03/2025 10:49;3;3;2;0;0;SN-B38D96-27
09/01/2025 16:58;3;1;1;0;0;SN-A0504F-27
13/12/2024 13:36;3;1;1;0;0;SN-8C0978-27
13/12/2024 11:18;3;1;1;0;0;SN-E7ED23-27
21/11/2024 16:09;3;2;2;0;0;SN-D524C4-27
09/12/2024 17:14;5;1;2;0;1;SN-088F85-27
14/01/2025 11:07;3;1;2;0;0;SN-8FCDD5-27
06/12/2024 14:19;3;3;2;0;0;SN-CA5C67-27
13/01/2025 16:37;3;3;2;0;0;SN-243796-27
;5;2;2;0;1;SN-3EA34A-YW
;2;0;0;0;0;SN-EFAE9A-27
;2;0;0;0;0;SN-BE88F4-27
;2;0;0;0;0;SN-7B7A21-27
27/02/2025 10:34;3;1;1;0;0;SN-50A727-27
;2;0;0;0;0;SN-47EC73-27
21/03/2025 18:33;3;2;2;0;0;SN-E2E6A9-27
;2;0;0;0;0;SN-EFF151-27
;2;0;0;0;0;SN-89BE45-27
25/03/2025 10:57;3;1;1;0;0;SN-27878F-27
18/03/2025 11:28;3;1;1;0;0;SN-94072D-27
;2;0;0;0;0;SN-FFD0DA-27
;2;0;0;0;0;SN-B33309-27
22/08/2024 16:40;3;1;1;0;0;SN-21ED3C-27
25/11/2024 17:45;3;1;1;0;0;SN-78443B-27
;2;0;0;0;0;SN-209C36-27
